workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class
0,ليست,hard,apple,0.8,food,3,texture
0,,green,fan,0.78,furniture,4,color
0,ليست,new,banana,0.55,food,5,age
0,ليس,wooden,cheese,0.73,food,6,material
0,,purple,banana,0.72,food,7,color
0,ليست,square,couch,0.63,furniture,8,shape
0,,bad,tomato,0.62,food,9,quality
0,ليست,fresh,carrot,0.34,food,10,age
0,,rotten,chair,0.46,furniture,11,age
0,,red,couch,0.72,furniture,12,color
0,ليست,short,carrot,0.36,food,13,size
0,,yellow,chair,0.69,furniture,14,color
0,ليست,plastic,tomato,0.56,food,15,material
0,ليست,long,banana,0.69,food,16,size
0,ليست,old,couch,0.66,furniture,17,age
0,ليست,smooth,banana,0.71,food,18,texture
0,,good,tomato,0.73,food,19,quality
0,ليست,big,couch,0.72,furniture,20,size
0,ليس,small,desk,0.47,furniture,21,size
0,ليس,round,cheese,0.81,food,22,shape
0,,blue,desk,0.63,furniture,23,color
0,,huge,couch,0.66,furniture,24,size
0,,metal,cheese,0.6,food,25,material
0,,soft,tomato,0.74,food,26,texture
0,ليس,brown,TV,0.68,furniture,27,color
1,ليست,old,fan,0.5,furniture,3,age
1,ليست,big,apple,0.27,food,4,size
1,,smooth,fan,0.74,furniture,5,texture
1,,new,TV,0.27,furniture,6,age
1,,short,chair,0.49,furniture,7,size
1,,small,couch,0.78,furniture,8,size
1,ليست,wooden,carrot,0.19,food,9,material
1,,plastic,couch,0.4,furniture,10,material
1,ليس,red,cheese,0.46,food,11,color
1,,bad,fan,0.93,furniture,12,quality
1,,brown,tomato,0.02,food,13,color
1,ليست,square,couch,0.23,furniture,14,shape
1,,hard,couch,0.89,furniture,15,texture
1,,green,carrot,0.45,food,16,color
1,,huge,couch,0.11,furniture,17,size
1,ليس,blue,desk,0.59,furniture,18,color
1,ليست,round,fan,0.08,furniture,19,shape
1,ليس,good,chair,0.09,furniture,20,quality
1,,purple,fan,0.46,furniture,21,color
1,ليس,yellow,TV,0.36,furniture,22,color
1,,rotten,chair,0.87,furniture,23,age
1,,long,carrot,0.06,food,24,size
1,,soft,couch,0.14,furniture,25,texture
1,,metal,TV,0.59,furniture,26,material
1,ليست,fresh,banana,0.43,food,27,age
2,,smooth,carrot,1,food,3,texture
2,ليست,round,fan,0.8,furniture,4,shape
2,ليست,soft,banana,0.8,food,5,texture
2,ليست,long,carrot,0.71,food,6,size
2,,wooden,carrot,0.7,food,7,material
2,,red,TV,0.72,furniture,8,color
2,,purple,cheese,0.69,food,9,color
2,,small,TV,0.61,furniture,10,size
2,,green,banana,0.5,food,11,color
2,,new,fan,0.53,furniture,12,age
2,ليست,blue,apple,0.5,food,13,color
2,ليس,bad,desk,0.39,furniture,14,quality
2,,short,TV,0.42,furniture,15,size
2,ليس,square,chair,0.37,furniture,16,shape
2,ليست,old,tomato,0.34,food,17,age
2,,plastic,carrot,0.26,food,18,material
2,ليست,fresh,fan,0.22,furniture,19,age
2,,metal,cheese,0.24,food,20,material
2,,huge,couch,0.22,furniture,21,size
2,ليس,big,cheese,0.17,food,22,size
2,ليس,rotten,TV,0.18,furniture,23,age
2,ليست,brown,tomato,0.23,food,24,color
2,,yellow,chair,0.09,furniture,25,color
2,,hard,chair,0.03,furniture,26,texture
2,,good,couch,0.04,furniture,27,quality
3,,purple,banana,0.53,food,3,color
3,ليست,huge,apple,0.82,food,4,size
3,ليس,rotten,cheese,0.56,food,5,age
3,,red,apple,0.73,food,6,color
3,ليست,old,couch,0.64,furniture,7,age
3,,new,apple,0.42,food,8,age
3,,soft,TV,0.72,furniture,9,texture
3,,round,couch,0.37,furniture,10,shape
3,ليست,big,fan,0.71,furniture,11,size
3,,fresh,fan,0.12,furniture,12,age
3,ليست,small,fan,0.32,furniture,13,size
3,ليست,blue,apple,0.57,food,14,color
3,ليس,green,TV,0.32,furniture,15,color
3,ليس,short,cheese,0.63,food,16,size
3,,square,fan,0.85,furniture,17,shape
3,,bad,TV,0.69,furniture,18,quality
3,ليس,yellow,chair,0.46,furniture,19,color
3,ليس,brown,chair,0.67,furniture,20,color
3,ليس,plastic,desk,0.15,furniture,21,material
3,ليست,long,fan,0.48,furniture,22,size
3,,good,tomato,0.75,food,23,quality
3,ليست,smooth,fan,0.56,furniture,24,texture
3,,metal,apple,0.73,food,25,material
3,ليس,wooden,TV,0.55,furniture,26,material
3,,hard,chair,0.37,furniture,27,texture
4,,plastic,tomato,0.79,food,3,material
4,,big,fan,0.28,furniture,4,size
4,ليست,metal,apple,0.66,food,5,material
4,ليست,wooden,apple,0.61,food,6,material
4,ليست,good,tomato,0.67,food,7,quality
4,,square,cheese,0.8,food,8,shape
4,,round,desk,0.12,furniture,9,shape
