workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class
0,,bad,couch,0.52,furniture,3,quality
0,,wooden,apple,0.73,food,4,material
0,,square,chair,0.66,furniture,5,shape
0,ليس,smooth,cheese,0.6,food,6,texture
0,,round,couch,0.66,furniture,7,shape
0,,soft,TV,0.66,furniture,8,texture
0,,new,apple,0.64,food,9,age
0,ليس,old,desk,0.6,furniture,10,age
0,ليست,red,apple,0.65,food,11,color
0,,long,cheese,0.64,food,12,size
0,ليس,small,TV,0.66,furniture,13,size
0,,rotten,apple,0.49,food,14,age
0,,short,banana,0.6,food,15,size
0,ليست,big,fan,0.48,furniture,16,size
0,,blue,carrot,0.67,food,17,color
0,,metal,fan,0.6,furniture,18,material
0,,yellow,fan,0.57,furniture,19,color
0,ليست,good,tomato,0.58,food,20,quality
0,,plastic,chair,0.47,furniture,21,material
0,,huge,couch,0.62,furniture,22,size
0,ليس,purple,cheese,0.57,food,23,color
0,ليس,green,chair,0.48,furniture,24,color
0,ليست,fresh,banana,0.6,food,25,age
0,,hard,banana,0.59,food,26,texture
0,,brown,chair,0.48,furniture,27,color
1,,soft,fan,0.26,furniture,3,texture
1,,long,fan,0.22,furniture,4,size
1,,fresh,TV,0.99,furniture,5,age
1,,round,banana,1,food,6,shape
1,ليست,plastic,couch,0.97,furniture,7,material
1,ليس,smooth,TV,0.18,furniture,8,texture
1,ليست,small,couch,0,furniture,9,size
1,,bad,chair,0,furniture,10,quality
1,ليس,purple,cheese,1,food,11,color
1,,huge,apple,0.51,food,12,size
1,,rotten,carrot,0.78,food,13,age
1,ليس,good,cheese,0.43,food,14,quality
1,ليس,red,chair,1,furniture,15,color
1,ليس,brown,chair,1,furniture,16,color
1,ليست,square,couch,1,furniture,17,shape
1,ليس,big,TV,0,furniture,18,size
1,,green,banana,1,food,19,color
1,ليس,old,chair,0.13,furniture,20,age
1,,short,desk,0.22,furniture,21,size
1,ليست,wooden,tomato,0.97,food,22,material
1,ليست,metal,fan,0.85,furniture,23,material
1,,hard,fan,0.52,furniture,24,texture
1,ليس,new,TV,0.48,furniture,25,age
1,ليست,blue,apple,0.98,food,26,color
1,ليست,yellow,carrot,0.97,food,27,color
2,,purple,chair,0.73,furniture,3,color
2,ليست,hard,fan,0.99,furniture,4,texture
2,ليست,good,fan,0.02,furniture,5,quality
2,,bad,TV,0.01,furniture,6,quality
2,,brown,chair,0.61,furniture,7,color
2,ليست,metal,tomato,0.02,food,8,material
2,ليس,red,cheese,0.87,food,9,color
2,ليست,new,banana,0.52,food,10,age
2,ليست,small,fan,0.7,furniture,11,size
2,,rotten,fan,0.27,furniture,12,age
2,ليس,round,chair,0.71,furniture,13,shape
2,ليست,long,couch,0.25,furniture,14,size
2,,short,tomato,0.52,food,15,size
2,,big,fan,0.41,furniture,16,size
2,ليست,blue,fan,0.74,furniture,17,color
2,ليس,square,cheese,0.5,food,18,shape
2,ليس,old,cheese,0.34,food,19,age
2,ليس,plastic,desk,0.82,furniture,20,material
2,,huge,banana,0.46,food,21,size
2,ليس,green,cheese,0.91,food,22,color
2,,smooth,apple,0.51,food,23,texture
2,ليست,wooden,fan,0.98,furniture,24,material
2,,fresh,carrot,0.49,food,25,age
2,ليس,yellow,TV,0.81,furniture,26,color
2,,soft,cheese,0.25,food,27,texture
3,,square,cheese,0.64,food,3,shape
