workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class,test1,dialect,test3,lived,language,enjoyment,gender,age,describe,comments,years,proficiency,otherDialect,asses,test2,education,dominantLanguage,homeLanguage,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,,bad,couch,0.52,furniture,3,quality,incorrect,iraqi,correct,no,ngnng,1,Male,fbfdh,arabic-english,gfjnfjfjnfcjnjn,never,advanced,hftg,Yes,correct,1,arabic,arabic,Windows,768,1024,Chrome,3XEIP58NL0IVL1VQF0WFPXOMJ10LZQ,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:34 PDT 2019,9,2,0,6,Assignable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:34 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XEIP58NL0IVL1VQF0WFPXOMJ10LZQ,369J354OFE6GYJV7T67Q4QM7UP56GF,0,Approved,Tue Mar 12 08:30:59 PDT 2019,Mon Mar 11 15:49:31 PDT 2019,Mon Mar 11 15:50:59 PDT 2019,Tue Mar 12 08:31:33 PDT 2019,,,,,[],1.3347666666666667
0,,wooden,apple,0.73,food,4,material,incorrect,iraqi,correct,no,ngnng,1,Male,fbfdh,arabic-english,gfjnfjfjnfcjnjn,never,advanced,hftg,Yes,correct,1,arabic,arabic,Windows,768,1024,Chrome,3XEIP58NL0IVL1VQF0WFPXOMJ10LZQ,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:34 PDT 2019,9,2,0,6,Assignable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:34 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XEIP58NL0IVL1VQF0WFPXOMJ10LZQ,369J354OFE6GYJV7T67Q4QM7UP56GF,0,Approved,Tue Mar 12 08:30:59 PDT 2019,Mon Mar 11 15:49:31 PDT 2019,Mon Mar 11 15:50:59 PDT 2019,Tue Mar 12 08:31:33 PDT 2019,,,,,[],1.3347666666666667
0,,square,chair,0.66,furniture,5,shape,incorrect,iraqi,correct,no,ngnng,1,Male,fbfdh,arabic-english,gfjnfjfjnfcjnjn,never,advanced,hftg,Yes,correct,1,arabic,arabic,Windows,768,1024,Chrome,3XEIP58NL0IVL1VQF0WFPXOMJ10LZQ,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:34 PDT 2019,9,2,0,6,Assignable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:34 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XEIP58NL0IVL1VQF0WFPXOMJ10LZQ,369J354OFE6GYJV7T67Q4QM7UP56GF,0,Approved,Tue Mar 12 08:30:59 PDT 2019,Mon Mar 11 15:49:31 PDT 2019,Mon Mar 11 15:50:59 PDT 2019,Tue Mar 12 08:31:33 PDT 2019,,,,,[],1.3347666666666667
0,ليس,smooth,cheese,0.6,food,6,texture,incorrect,iraqi,correct,no,ngnng,1,Male,fbfdh,arabic-english,gfjnfjfjnfcjnjn,never,advanced,hftg,Yes,correct,1,arabic,arabic,Windows,768,1024,Chrome,3XEIP58NL0IVL1VQF0WFPXOMJ10LZQ,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:34 PDT 2019,9,2,0,6,Assignable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:34 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XEIP58NL0IVL1VQF0WFPXOMJ10LZQ,369J354OFE6GYJV7T67Q4QM7UP56GF,0,Approved,Tue Mar 12 08:30:59 PDT 2019,Mon Mar 11 15:49:31 PDT 2019,Mon Mar 11 15:50:59 PDT 2019,Tue Mar 12 08:31:33 PDT 2019,,,,,[],1.3347666666666667
0,,round,couch,0.66,furniture,7,shape,incorrect,iraqi,correct,no,ngnng,1,Male,fbfdh,arabic-english,gfjnfjfjnfcjnjn,never,advanced,hftg,Yes,correct,1,arabic,arabic,Windows,768,1024,Chrome,3XEIP58NL0IVL1VQF0WFPXOMJ10LZQ,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:34 PDT 2019,9,2,0,6,Assignable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:34 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XEIP58NL0IVL1VQF0WFPXOMJ10LZQ,369J354OFE6GYJV7T67Q4QM7UP56GF,0,Approved,Tue Mar 12 08:30:59 PDT 2019,Mon Mar 11 15:49:31 PDT 2019,Mon Mar 11 15:50:59 PDT 2019,Tue Mar 12 08:31:33 PDT 2019,,,,,[],1.3347666666666667
0,,soft,TV,0.66,furniture,8,texture,incorrect,iraqi,correct,no,ngnng,1,Male,fbfdh,arabic-english,gfjnfjfjnfcjnjn,never,advanced,hftg,Yes,correct,1,arabic,arabic,Windows,768,1024,Chrome,3XEIP58NL0IVL1VQF0WFPXOMJ10LZQ,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:34 PDT 2019,9,2,0,6,Assignable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:34 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XEIP58NL0IVL1VQF0WFPXOMJ10LZQ,369J354OFE6GYJV7T67Q4QM7UP56GF,0,Approved,Tue Mar 12 08:30:59 PDT 2019,Mon Mar 11 15:49:31 PDT 2019,Mon Mar 11 15:50:59 PDT 2019,Tue Mar 12 08:31:33 PDT 2019,,,,,[],1.3347666666666667
0,,new,apple,0.64,food,9,age,incorrect,iraqi,correct,no,ngnng,1,Male,fbfdh,arabic-english,gfjnfjfjnfcjnjn,never,advanced,hftg,Yes,correct,1,arabic,arabic,Windows,768,1024,Chrome,3XEIP58NL0IVL1VQF0WFPXOMJ10LZQ,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:34 PDT 2019,9,2,0,6,Assignable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:34 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XEIP58NL0IVL1VQF0WFPXOMJ10LZQ,369J354OFE6GYJV7T67Q4QM7UP56GF,0,Approved,Tue Mar 12 08:30:59 PDT 2019,Mon Mar 11 15:49:31 PDT 2019,Mon Mar 11 15:50:59 PDT 2019,Tue Mar 12 08:31:33 PDT 2019,,,,,[],1.3347666666666667
0,ليس,old,desk,0.6,furniture,10,age,incorrect,iraqi,correct,no,ngnng,1,Male,fbfdh,arabic-english,gfjnfjfjnfcjnjn,never,advanced,hftg,Yes,correct,1,arabic,arabic,Windows,768,1024,Chrome,3XEIP58NL0IVL1VQF0WFPXOMJ10LZQ,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:34 PDT 2019,9,2,0,6,Assignable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:34 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XEIP58NL0IVL1VQF0WFPXOMJ10LZQ,369J354OFE6GYJV7T67Q4QM7UP56GF,0,Approved,Tue Mar 12 08:30:59 PDT 2019,Mon Mar 11 15:49:31 PDT 2019,Mon Mar 11 15:50:59 PDT 2019,Tue Mar 12 08:31:33 PDT 2019,,,,,[],1.3347666666666667
0,ليست,red,apple,0.65,food,11,color,incorrect,iraqi,correct,no,ngnng,1,Male,fbfdh,arabic-english,gfjnfjfjnfcjnjn,never,advanced,hftg,Yes,correct,1,arabic,arabic,Windows,768,1024,Chrome,3XEIP58NL0IVL1VQF0WFPXOMJ10LZQ,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:34 PDT 2019,9,2,0,6,Assignable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:34 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XEIP58NL0IVL1VQF0WFPXOMJ10LZQ,369J354OFE6GYJV7T67Q4QM7UP56GF,0,Approved,Tue Mar 12 08:30:59 PDT 2019,Mon Mar 11 15:49:31 PDT 2019,Mon Mar 11 15:50:59 PDT 2019,Tue Mar 12 08:31:33 PDT 2019,,,,,[],1.3347666666666667
0,,long,cheese,0.64,food,12,size,incorrect,iraqi,correct,no,ngnng,1,Male,fbfdh,arabic-english,gfjnfjfjnfcjnjn,never,advanced,hftg,Yes,correct,1,arabic,arabic,Windows,768,1024,Chrome,3XEIP58NL0IVL1VQF0WFPXOMJ10LZQ,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:34 PDT 2019,9,2,0,6,Assignable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:34 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XEIP58NL0IVL1VQF0WFPXOMJ10LZQ,369J354OFE6GYJV7T67Q4QM7UP56GF,0,Approved,Tue Mar 12 08:30:59 PDT 2019,Mon Mar 11 15:49:31 PDT 2019,Mon Mar 11 15:50:59 PDT 2019,Tue Mar 12 08:31:33 PDT 2019,,,,,[],1.3347666666666667
