workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class,test1,dialect,test3,lived,language,enjoyment,gender,age,describe,comments,years,proficiency,otherDialect,asses,test2,education,dominantLanguage,homeLanguage,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,,blue,couch,0.94,furniture,3,color,correct,egyptian,correct,after,english,2,Male,36,english-arabic,,5+,superior,لا,Yes,correct,3,english,english,Windows,768,1366,Chrome,3XD2A6FGFNP3JN83VBZHOV0OWSJ9SC,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:42 PDT 2019,9,1,0,8,Assignable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:42 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XD2A6FGFNP3JN83VBZHOV0OWSJ9SC,3IQ1VMJRYUG26BK25DISSE26MZVA9L,0,Approved,Wed Mar 13 05:36:31 PDT 2019,Tue Mar 12 12:48:49 PDT 2019,Tue Mar 12 12:56:31 PDT 2019,Wed Mar 13 05:36:34 PDT 2019,,,,,[],7.485
0,,plastic,cheese,0.98,food,4,material,correct,egyptian,correct,after,english,2,Male,36,english-arabic,,5+,superior,لا,Yes,correct,3,english,english,Windows,768,1366,Chrome,3XD2A6FGFNP3JN83VBZHOV0OWSJ9SC,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:42 PDT 2019,9,1,0,8,Assignable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:42 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XD2A6FGFNP3JN83VBZHOV0OWSJ9SC,3IQ1VMJRYUG26BK25DISSE26MZVA9L,0,Approved,Wed Mar 13 05:36:31 PDT 2019,Tue Mar 12 12:48:49 PDT 2019,Tue Mar 12 12:56:31 PDT 2019,Wed Mar 13 05:36:34 PDT 2019,,,,,[],7.485
0,,red,fan,0.97,furniture,5,color,correct,egyptian,correct,after,english,2,Male,36,english-arabic,,5+,superior,لا,Yes,correct,3,english,english,Windows,768,1366,Chrome,3XD2A6FGFNP3JN83VBZHOV0OWSJ9SC,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:42 PDT 2019,9,1,0,8,Assignable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:42 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XD2A6FGFNP3JN83VBZHOV0OWSJ9SC,3IQ1VMJRYUG26BK25DISSE26MZVA9L,0,Approved,Wed Mar 13 05:36:31 PDT 2019,Tue Mar 12 12:48:49 PDT 2019,Tue Mar 12 12:56:31 PDT 2019,Wed Mar 13 05:36:34 PDT 2019,,,,,[],7.485
0,ليس,old,desk,0.99,furniture,6,age,correct,egyptian,correct,after,english,2,Male,36,english-arabic,,5+,superior,لا,Yes,correct,3,english,english,Windows,768,1366,Chrome,3XD2A6FGFNP3JN83VBZHOV0OWSJ9SC,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:42 PDT 2019,9,1,0,8,Assignable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:42 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XD2A6FGFNP3JN83VBZHOV0OWSJ9SC,3IQ1VMJRYUG26BK25DISSE26MZVA9L,0,Approved,Wed Mar 13 05:36:31 PDT 2019,Tue Mar 12 12:48:49 PDT 2019,Tue Mar 12 12:56:31 PDT 2019,Wed Mar 13 05:36:34 PDT 2019,,,,,[],7.485
0,ليس,hard,TV,0.98,furniture,7,texture,correct,egyptian,correct,after,english,2,Male,36,english-arabic,,5+,superior,لا,Yes,correct,3,english,english,Windows,768,1366,Chrome,3XD2A6FGFNP3JN83VBZHOV0OWSJ9SC,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:42 PDT 2019,9,1,0,8,Assignable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:42 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XD2A6FGFNP3JN83VBZHOV0OWSJ9SC,3IQ1VMJRYUG26BK25DISSE26MZVA9L,0,Approved,Wed Mar 13 05:36:31 PDT 2019,Tue Mar 12 12:48:49 PDT 2019,Tue Mar 12 12:56:31 PDT 2019,Wed Mar 13 05:36:34 PDT 2019,,,,,[],7.485
0,,big,cheese,0.96,food,8,size,correct,egyptian,correct,after,english,2,Male,36,english-arabic,,5+,superior,لا,Yes,correct,3,english,english,Windows,768,1366,Chrome,3XD2A6FGFNP3JN83VBZHOV0OWSJ9SC,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:42 PDT 2019,9,1,0,8,Assignable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:42 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XD2A6FGFNP3JN83VBZHOV0OWSJ9SC,3IQ1VMJRYUG26BK25DISSE26MZVA9L,0,Approved,Wed Mar 13 05:36:31 PDT 2019,Tue Mar 12 12:48:49 PDT 2019,Tue Mar 12 12:56:31 PDT 2019,Wed Mar 13 05:36:34 PDT 2019,,,,,[],7.485
0,,good,banana,0.02,food,9,quality,correct,egyptian,correct,after,english,2,Male,36,english-arabic,,5+,superior,لا,Yes,correct,3,english,english,Windows,768,1366,Chrome,3XD2A6FGFNP3JN83VBZHOV0OWSJ9SC,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:42 PDT 2019,9,1,0,8,Assignable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:42 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XD2A6FGFNP3JN83VBZHOV0OWSJ9SC,3IQ1VMJRYUG26BK25DISSE26MZVA9L,0,Approved,Wed Mar 13 05:36:31 PDT 2019,Tue Mar 12 12:48:49 PDT 2019,Tue Mar 12 12:56:31 PDT 2019,Wed Mar 13 05:36:34 PDT 2019,,,,,[],7.485
0,ليس,short,chair,0.02,furniture,10,size,correct,egyptian,correct,after,english,2,Male,36,english-arabic,,5+,superior,لا,Yes,correct,3,english,english,Windows,768,1366,Chrome,3XD2A6FGFNP3JN83VBZHOV0OWSJ9SC,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:42 PDT 2019,9,1,0,8,Assignable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:42 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XD2A6FGFNP3JN83VBZHOV0OWSJ9SC,3IQ1VMJRYUG26BK25DISSE26MZVA9L,0,Approved,Wed Mar 13 05:36:31 PDT 2019,Tue Mar 12 12:48:49 PDT 2019,Tue Mar 12 12:56:31 PDT 2019,Wed Mar 13 05:36:34 PDT 2019,,,,,[],7.485
0,,new,apple,0.98,food,11,age,correct,egyptian,correct,after,english,2,Male,36,english-arabic,,5+,superior,لا,Yes,correct,3,english,english,Windows,768,1366,Chrome,3XD2A6FGFNP3JN83VBZHOV0OWSJ9SC,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:42 PDT 2019,9,1,0,8,Assignable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:42 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XD2A6FGFNP3JN83VBZHOV0OWSJ9SC,3IQ1VMJRYUG26BK25DISSE26MZVA9L,0,Approved,Wed Mar 13 05:36:31 PDT 2019,Tue Mar 12 12:48:49 PDT 2019,Tue Mar 12 12:56:31 PDT 2019,Wed Mar 13 05:36:34 PDT 2019,,,,,[],7.485
0,ليس,metal,cheese,0.96,food,12,material,correct,egyptian,correct,after,english,2,Male,36,english-arabic,,5+,superior,لا,Yes,correct,3,english,english,Windows,768,1366,Chrome,3XD2A6FGFNP3JN83VBZHOV0OWSJ9SC,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:42 PDT 2019,9,1,0,8,Assignable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:42 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XD2A6FGFNP3JN83VBZHOV0OWSJ9SC,3IQ1VMJRYUG26BK25DISSE26MZVA9L,0,Approved,Wed Mar 13 05:36:31 PDT 2019,Tue Mar 12 12:48:49 PDT 2019,Tue Mar 12 12:56:31 PDT 2019,Wed Mar 13 05:36:34 PDT 2019,,,,,[],7.485
