workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class,test1,dialect,test3,lived,language,enjoyment,gender,age,describe,comments,years,proficiency,otherDialect,asses,test2,education,dominantLanguage,homeLanguage,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,ليست,plastic,tomato,1,food,3,material,correct,egyptian,correct,both,ENGLISH,2,Male,30,arabic-english,,1-5,superior,,Yes,correct,4,english,english,Linux,768,1366,Chrome,3TTPFEFXCTFRBVSPMAK6072KXGUH6O,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:56 PDT 2019,9,0,0,8,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:56 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3TTPFEFXCTFRBVSPMAK6072KXGUH6O,3SBEHTYCWOZWDUB8PD2L8TJG8I7YIS,0,Approved,Thu Mar 14 00:21:21 PDT 2019,Wed Mar 13 07:34:38 PDT 2019,Wed Mar 13 07:41:21 PDT 2019,Thu Mar 14 00:21:35 PDT 2019,,,,,[],6.275433333333333
0,ليست,yellow,apple,1,food,4,color,correct,egyptian,correct,both,ENGLISH,2,Male,30,arabic-english,,1-5,superior,,Yes,correct,4,english,english,Linux,768,1366,Chrome,3TTPFEFXCTFRBVSPMAK6072KXGUH6O,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:56 PDT 2019,9,0,0,8,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:56 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3TTPFEFXCTFRBVSPMAK6072KXGUH6O,3SBEHTYCWOZWDUB8PD2L8TJG8I7YIS,0,Approved,Thu Mar 14 00:21:21 PDT 2019,Wed Mar 13 07:34:38 PDT 2019,Wed Mar 13 07:41:21 PDT 2019,Thu Mar 14 00:21:35 PDT 2019,,,,,[],6.275433333333333
0,,metal,desk,1,furniture,5,material,correct,egyptian,correct,both,ENGLISH,2,Male,30,arabic-english,,1-5,superior,,Yes,correct,4,english,english,Linux,768,1366,Chrome,3TTPFEFXCTFRBVSPMAK6072KXGUH6O,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:56 PDT 2019,9,0,0,8,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:56 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3TTPFEFXCTFRBVSPMAK6072KXGUH6O,3SBEHTYCWOZWDUB8PD2L8TJG8I7YIS,0,Approved,Thu Mar 14 00:21:21 PDT 2019,Wed Mar 13 07:34:38 PDT 2019,Wed Mar 13 07:41:21 PDT 2019,Thu Mar 14 00:21:35 PDT 2019,,,,,[],6.275433333333333
0,ليس,long,chair,1,furniture,6,size,correct,egyptian,correct,both,ENGLISH,2,Male,30,arabic-english,,1-5,superior,,Yes,correct,4,english,english,Linux,768,1366,Chrome,3TTPFEFXCTFRBVSPMAK6072KXGUH6O,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:56 PDT 2019,9,0,0,8,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:56 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3TTPFEFXCTFRBVSPMAK6072KXGUH6O,3SBEHTYCWOZWDUB8PD2L8TJG8I7YIS,0,Approved,Thu Mar 14 00:21:21 PDT 2019,Wed Mar 13 07:34:38 PDT 2019,Wed Mar 13 07:41:21 PDT 2019,Thu Mar 14 00:21:35 PDT 2019,,,,,[],6.275433333333333
0,ليست,good,carrot,0,food,7,quality,correct,egyptian,correct,both,ENGLISH,2,Male,30,arabic-english,,1-5,superior,,Yes,correct,4,english,english,Linux,768,1366,Chrome,3TTPFEFXCTFRBVSPMAK6072KXGUH6O,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:56 PDT 2019,9,0,0,8,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:56 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3TTPFEFXCTFRBVSPMAK6072KXGUH6O,3SBEHTYCWOZWDUB8PD2L8TJG8I7YIS,0,Approved,Thu Mar 14 00:21:21 PDT 2019,Wed Mar 13 07:34:38 PDT 2019,Wed Mar 13 07:41:21 PDT 2019,Thu Mar 14 00:21:35 PDT 2019,,,,,[],6.275433333333333
0,ليس,smooth,TV,0.96,furniture,8,texture,correct,egyptian,correct,both,ENGLISH,2,Male,30,arabic-english,,1-5,superior,,Yes,correct,4,english,english,Linux,768,1366,Chrome,3TTPFEFXCTFRBVSPMAK6072KXGUH6O,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:56 PDT 2019,9,0,0,8,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:56 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3TTPFEFXCTFRBVSPMAK6072KXGUH6O,3SBEHTYCWOZWDUB8PD2L8TJG8I7YIS,0,Approved,Thu Mar 14 00:21:21 PDT 2019,Wed Mar 13 07:34:38 PDT 2019,Wed Mar 13 07:41:21 PDT 2019,Thu Mar 14 00:21:35 PDT 2019,,,,,[],6.275433333333333
0,ليس,new,cheese,0,food,9,age,correct,egyptian,correct,both,ENGLISH,2,Male,30,arabic-english,,1-5,superior,,Yes,correct,4,english,english,Linux,768,1366,Chrome,3TTPFEFXCTFRBVSPMAK6072KXGUH6O,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:56 PDT 2019,9,0,0,8,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:56 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3TTPFEFXCTFRBVSPMAK6072KXGUH6O,3SBEHTYCWOZWDUB8PD2L8TJG8I7YIS,0,Approved,Thu Mar 14 00:21:21 PDT 2019,Wed Mar 13 07:34:38 PDT 2019,Wed Mar 13 07:41:21 PDT 2019,Thu Mar 14 00:21:35 PDT 2019,,,,,[],6.275433333333333
0,ليس,big,chair,1,furniture,10,size,correct,egyptian,correct,both,ENGLISH,2,Male,30,arabic-english,,1-5,superior,,Yes,correct,4,english,english,Linux,768,1366,Chrome,3TTPFEFXCTFRBVSPMAK6072KXGUH6O,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:56 PDT 2019,9,0,0,8,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:56 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3TTPFEFXCTFRBVSPMAK6072KXGUH6O,3SBEHTYCWOZWDUB8PD2L8TJG8I7YIS,0,Approved,Thu Mar 14 00:21:21 PDT 2019,Wed Mar 13 07:34:38 PDT 2019,Wed Mar 13 07:41:21 PDT 2019,Thu Mar 14 00:21:35 PDT 2019,,,,,[],6.275433333333333
0,,rotten,apple,1,food,11,age,correct,egyptian,correct,both,ENGLISH,2,Male,30,arabic-english,,1-5,superior,,Yes,correct,4,english,english,Linux,768,1366,Chrome,3TTPFEFXCTFRBVSPMAK6072KXGUH6O,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:56 PDT 2019,9,0,0,8,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:56 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3TTPFEFXCTFRBVSPMAK6072KXGUH6O,3SBEHTYCWOZWDUB8PD2L8TJG8I7YIS,0,Approved,Thu Mar 14 00:21:21 PDT 2019,Wed Mar 13 07:34:38 PDT 2019,Wed Mar 13 07:41:21 PDT 2019,Thu Mar 14 00:21:35 PDT 2019,,,,,[],6.275433333333333
0,,brown,desk,1,furniture,12,color,correct,egyptian,correct,both,ENGLISH,2,Male,30,arabic-english,,1-5,superior,,Yes,correct,4,english,english,Linux,768,1366,Chrome,3TTPFEFXCTFRBVSPMAK6072KXGUH6O,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:56 PDT 2019,9,0,0,8,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:56 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3TTPFEFXCTFRBVSPMAK6072KXGUH6O,3SBEHTYCWOZWDUB8PD2L8TJG8I7YIS,0,Approved,Thu Mar 14 00:21:21 PDT 2019,Wed Mar 13 07:34:38 PDT 2019,Wed Mar 13 07:41:21 PDT 2019,Thu Mar 14 00:21:35 PDT 2019,,,,,[],6.275433333333333
