workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class
0,,plastic,carrot,0.43,food,3,material
0,,small,fan,0.56,furniture,4,size
0,,bad,couch,0.76,furniture,5,quality
0,,round,carrot,0.77,food,6,shape
0,ليست,rotten,carrot,0.73,food,7,age
0,ليست,yellow,tomato,0.74,food,8,color
0,,red,chair,0.77,furniture,9,color
0,ليس,square,chair,0.81,furniture,10,shape
0,ليس,huge,TV,0.68,furniture,11,size
0,ليست,long,carrot,0.7,food,12,size
0,ليست,brown,banana,0.75,food,13,color
0,,hard,desk,0.59,furniture,14,texture
0,,good,TV,0.84,furniture,15,quality
0,ليست,short,couch,0.54,furniture,16,size
0,ليس,blue,cheese,0.81,food,17,color
0,,smooth,couch,0.58,furniture,18,texture
0,ليس,metal,TV,0.8,furniture,19,material
0,ليست,purple,carrot,0.8,food,20,color
0,ليست,wooden,banana,0.58,food,21,material
0,,old,couch,0.46,furniture,22,age
0,ليس,fresh,TV,0.64,furniture,23,age
0,ليس,green,desk,0.29,furniture,24,color
0,ليست,big,tomato,0.58,food,25,size
0,,new,TV,0.48,furniture,26,age
0,,soft,desk,0.66,furniture,27,texture
1,ليست,blue,carrot,0.45,food,3,color
1,,big,apple,0.49,food,4,size
1,,fresh,chair,0.6,furniture,5,age
1,ليس,long,TV,0.94,furniture,6,size
1,ليست,rotten,banana,0.5,food,7,age
1,ليست,old,tomato,0.65,food,8,age
1,,round,carrot,0.83,food,9,shape
1,ليس,short,TV,0.65,furniture,10,size
1,ليست,wooden,banana,0.31,food,11,material
1,ليس,bad,chair,0.43,furniture,12,quality
1,ليست,square,tomato,0.4,food,13,shape
1,,green,TV,0.44,furniture,14,color
1,,metal,apple,0.65,food,15,material
1,ليست,new,apple,0.78,food,16,age
1,,huge,banana,0.76,food,17,size
1,,hard,cheese,0.64,food,18,texture
1,ليست,yellow,apple,0.64,food,19,color
1,,good,couch,0.52,furniture,20,quality
1,,soft,apple,0.59,food,21,texture
1,ليس,plastic,TV,0.62,furniture,22,material
1,,red,carrot,0.64,food,23,color
1,,brown,banana,0.6,food,24,color
1,,small,chair,0.69,furniture,25,size
1,,purple,chair,0.63,furniture,26,color
1,,smooth,apple,0.78,food,27,texture
2,,new,cheese,0.65,food,3,age
2,,long,couch,0.67,furniture,4,size
2,ليس,wooden,TV,0.35,furniture,5,material
2,ليست,green,banana,0.99,food,6,color
2,ليست,smooth,banana,0.63,food,7,texture
2,,square,chair,0.65,furniture,8,shape
2,,brown,banana,0.25,food,9,color
2,ليست,soft,carrot,0.37,food,10,texture
2,,fresh,tomato,0.09,food,11,age
2,ليس,blue,TV,0.22,furniture,12,color
2,,old,fan,0.06,furniture,13,age
2,,small,tomato,0.68,food,14,size
2,ليست,huge,carrot,0.2,food,15,size
2,,red,banana,0.43,food,16,color
2,,bad,couch,0.18,furniture,17,quality
2,ليس,yellow,chair,0.66,furniture,18,color
2,,big,apple,0.34,food,19,size
2,,purple,tomato,0.45,food,20,color
2,,metal,TV,0.15,furniture,21,material
2,ليست,rotten,fan,0.53,furniture,22,age
2,,plastic,tomato,0.23,food,23,material
2,,good,tomato,0.73,food,24,quality
2,,short,apple,0.17,food,25,size
2,ليست,hard,fan,0.51,furniture,26,texture
2,,round,couch,0.6,furniture,27,shape
3,ليس,big,desk,0.57,furniture,3,size
3,,brown,tomato,0.66,food,4,color
3,ليست,square,carrot,0.82,food,5,shape
3,,yellow,desk,0.25,furniture,6,color
3,ليس,round,chair,0.64,furniture,7,shape
3,,huge,chair,0.34,furniture,8,size
3,ليس,small,chair,0.63,furniture,9,size
3,,old,cheese,0.63,food,10,age
3,,metal,cheese,0.46,food,11,material
3,ليست,fresh,fan,0.66,furniture,12,age
3,ليس,wooden,TV,0.69,furniture,13,material
3,ليس,short,TV,0.24,furniture,14,size
3,ليست,good,tomato,0.66,food,15,quality
3,ليست,new,couch,0.83,furniture,16,age
3,ليست,red,couch,0.64,furniture,17,color
3,,rotten,desk,0.78,furniture,18,age
3,,plastic,fan,0.62,furniture,19,material
3,,hard,tomato,0.72,food,20,texture
3,ليس,green,chair,0.68,furniture,21,color
3,ليست,blue,couch,0.82,furniture,22,color
3,,purple,desk,0.61,furniture,23,color
3,,long,apple,0.65,food,24,size
3,ليست,bad,couch,0.56,furniture,25,quality
3,,smooth,couch,0.41,furniture,26,texture
3,ليس,soft,cheese,0.74,food,27,texture
4,ليست,hard,banana,0.81,food,3,texture
4,ليست,good,apple,0.81,food,4,quality
4,ليس,small,TV,0.53,furniture,5,size
4,,metal,banana,0.86,food,6,material
4,,fresh,fan,0.42,furniture,7,age
4,ليست,square,banana,0.75,food,8,shape
4,ليس,long,desk,0.02,furniture,9,size
4,,wooden,desk,0.76,furniture,10,material
4,ليست,yellow,apple,0.74,food,11,color
4,,rotten,banana,0.27,food,12,age
4,,brown,TV,0.75,furniture,13,color
4,ليست,round,apple,0.67,food,14,shape
4,ليس,huge,TV,0.35,furniture,15,size
4,ليست,blue,carrot,0.72,food,16,color
4,ليس,new,chair,0.19,furniture,17,age
4,,red,chair,0.83,furniture,18,color
4,ليس,soft,cheese,0.64,food,19,texture
4,,smooth,chair,0.7,furniture,20,texture
4,,big,chair,0.09,furniture,21,size
4,ليست,green,apple,0.76,food,22,color
4,ليست,plastic,couch,0.77,furniture,23,material
4,ليس,old,desk,0.33,furniture,24,age
4,ليس,purple,TV,0.7,furniture,25,color
4,,bad,cheese,0.83,food,26,quality
4,,short,TV,0.45,furniture,27,size
5,,fresh,TV,0.63,furniture,3,age
5,ليس,red,chair,0.76,furniture,4,color
5,,rotten,carrot,0.69,food,5,age
5,,yellow,cheese,0.57,food,6,color
5,ليس,bad,TV,0.73,furniture,7,quality
5,,round,cheese,0.79,food,8,shape
5,,big,fan,0.69,furniture,9,size
5,ليس,good,TV,0.78,furniture,10,quality
5,,short,banana,0.67,food,11,size
5,ليست,brown,tomato,0.81,food,12,color
5,,blue,tomato,0.62,food,13,color
5,ليست,small,fan,0.8,furniture,14,size
5,,hard,desk,0.74,furniture,15,texture
5,,metal,desk,0.64,furniture,16,material
5,ليس,square,TV,0.78,furniture,17,shape
5,ليس,huge,cheese,0.76,food,18,size
5,ليست,plastic,tomato,0.75,food,19,material
5,ليس,smooth,cheese,0.75,food,20,texture
5,,soft,tomato,0.77,food,21,texture
5,,wooden,carrot,0.8,food,22,material
5,ليس,long,chair,0.82,furniture,23,size
5,,purple,cheese,0.69,food,24,color
5,,green,tomato,0.76,food,25,color
5,ليست,old,couch,0.73,furniture,26,age
5,ليست,new,couch,0.74,furniture,27,age
6,ليس,green,TV,0.45,furniture,3,color
6,ليس,metal,desk,0.44,furniture,4,material
6,,bad,couch,0.5,furniture,5,quality
6,ليس,purple,chair,0.61,furniture,6,color
6,,huge,apple,0.34,food,7,size
6,,square,carrot,0.52,food,8,shape
6,,fresh,chair,0.69,furniture,9,age
6,ليست,small,banana,0.41,food,10,size
6,,smooth,carrot,0.64,food,11,texture
6,,wooden,couch,0.44,furniture,12,material
6,ليس,rotten,desk,0.65,furniture,13,age
6,,blue,cheese,0.37,food,14,color
6,ليست,good,fan,0.53,furniture,15,quality
6,,yellow,chair,0.8,furniture,16,color
6,ليست,short,carrot,0.42,food,17,size
6,ليس,red,chair,0.24,furniture,18,color
6,,big,carrot,0.51,food,19,size
6,ليست,new,fan,0.59,furniture,20,age
6,ليست,long,couch,0.44,furniture,21,size
6,ليست,brown,carrot,0.51,food,22,color
6,,old,apple,0.32,food,23,age
6,ليس,round,chair,0.52,furniture,24,shape
6,,plastic,fan,0.43,furniture,25,material
6,ليست,hard,carrot,0.47,food,26,texture
6,,soft,fan,0.42,furniture,27,texture
7,ليست,plastic,banana,0.44,food,3,material
7,ليس,purple,desk,0.78,furniture,4,color
7,ليست,brown,tomato,0.62,food,5,color
7,,square,banana,0.24,food,6,shape
7,,hard,carrot,0.55,food,7,texture
7,,round,fan,0.42,furniture,8,shape
7,,wooden,tomato,0.8,food,9,material
7,ليست,rotten,fan,0.19,furniture,10,age
7,,huge,banana,0.45,food,11,size
7,,good,cheese,0.3,food,12,quality
7,,new,apple,0.55,food,13,age
7,,green,TV,0.08,furniture,14,color
7,,bad,apple,0.93,food,15,quality
7,,soft,cheese,0.83,food,16,texture
7,ليست,big,tomato,0.08,food,17,size
7,ليست,short,carrot,0.29,food,18,size
7,ليس,long,desk,0.13,furniture,19,size
7,,fresh,TV,0.91,furniture,20,age
7,,old,cheese,0.4,food,21,age
7,,blue,chair,0.67,furniture,22,color
7,,yellow,fan,0.48,furniture,23,color
7,ليست,small,tomato,0.77,food,24,size
7,,smooth,couch,0.65,furniture,25,texture
7,,metal,chair,0.24,furniture,26,material
7,,red,couch,0.65,furniture,27,color
8,,red,carrot,1,food,3,color
8,ليست,huge,fan,0,furniture,4,size
8,ليست,purple,couch,0,furniture,5,color
8,ليست,fresh,banana,0,food,6,age
8,,brown,apple,1,food,7,color
8,,good,TV,0,furniture,8,quality
8,ليس,bad,TV,0,furniture,9,quality
8,,yellow,couch,0,furniture,10,color
8,,small,fan,0,furniture,11,size
8,ليس,rotten,chair,0,furniture,12,age
8,,wooden,TV,1,furniture,13,material
8,,smooth,TV,1,furniture,14,texture
8,ليست,old,couch,0,furniture,15,age
8,,metal,fan,1,furniture,16,material
8,,green,carrot,1,food,17,color
8,ليس,plastic,desk,1,furniture,18,material
8,,short,TV,0,furniture,19,size
8,,new,tomato,0,food,20,age
8,,blue,tomato,1,food,21,color
8,ليس,long,chair,0,furniture,22,size
8,ليست,soft,banana,0,food,23,texture
8,ليست,hard,banana,0,food,24,texture
8,,big,fan,0,furniture,25,size
8,,square,tomato,1,food,26,shape
8,ليست,round,fan,1,furniture,27,shape
