workerid,noun,gender,nounclass,slide_number,predicate2,predicate1,class2,response,class1
0,tomato,feminine,food,3,brown,bad,color,0.45,quality
0,cheese,masculine,food,4,blue,soft,color,0.43,texture
0,carrot,feminine,food,5,hard,round,texture,0.67,shape
0,fan,feminine,furniture,6,green,smooth,color,0.46,texture
0,tomato,feminine,food,7,metal,huge,material,0.66,size
0,desk,masculine,furniture,8,red,metal,color,0.5,material
0,carrot,feminine,food,9,wooden,old,material,0.36,age
0,apple,feminine,food,10,soft,brown,texture,0.56,color
0,TV,masculine,furniture,11,yellow,wooden,color,0.43,material
0,chair,masculine,furniture,12,yellow,soft,color,0.67,texture
0,desk,masculine,furniture,13,good,big,quality,0.46,size
0,couch,feminine,furniture,14,huge,bad,size,0.58,quality
0,tomato,feminine,food,15,rotten,short,age,0.36,size
0,tomato,feminine,food,16,purple,new,color,0.52,age
0,chair,masculine,furniture,17,hard,short,texture,0.44,size
0,fan,feminine,furniture,18,new,plastic,age,0.44,material
0,banana,feminine,food,19,new,square,age,0.55,shape
0,fan,feminine,furniture,20,brown,huge,color,0.48,size
0,fan,feminine,furniture,21,metal,blue,material,0.35,color
0,cheese,masculine,food,22,square,long,shape,0.55,size
0,tomato,feminine,food,23,plastic,big,material,0.45,size
0,carrot,feminine,food,24,short,plastic,size,0.69,material
0,cheese,masculine,food,25,small,yellow,size,0.54,color
0,desk,masculine,furniture,26,hard,old,texture,0.44,age
0,tomato,feminine,food,27,rotten,bad,age,0.65,quality
0,carrot,feminine,food,28,new,long,age,0.56,size
1,fan,feminine,furniture,3,square,new,shape,0.89,age
1,banana,feminine,food,4,bad,small,quality,0.53,size
1,carrot,feminine,food,5,purple,fresh,color,0.87,age
1,desk,masculine,furniture,6,bad,blue,quality,0.26,color
1,TV,masculine,furniture,7,smooth,new,texture,0.75,age
1,tomato,feminine,food,8,plastic,green,material,0.75,color
1,carrot,feminine,food,9,yellow,square,color,0.52,shape
1,TV,masculine,furniture,10,blue,fresh,color,0.5,age
1,cheese,masculine,food,11,wooden,purple,material,0.91,color
1,apple,feminine,food,12,green,smooth,color,0.26,texture
1,banana,feminine,food,13,plastic,new,material,0.88,age
1,cheese,masculine,food,14,fresh,small,age,0.88,size
1,fan,feminine,furniture,15,old,good,age,0.53,quality
1,TV,masculine,furniture,16,fresh,wooden,age,0.54,material
1,chair,masculine,furniture,17,new,square,age,0.54,shape
1,apple,feminine,food,18,plastic,new,material,0.54,age
1,TV,masculine,furniture,19,bad,smooth,quality,0,texture
1,TV,masculine,furniture,20,long,purple,size,0.53,color
1,TV,masculine,furniture,21,red,rotten,color,0.85,age
1,chair,masculine,furniture,22,hard,blue,texture,0.82,color
1,tomato,feminine,food,23,long,bad,size,0.76,quality
1,tomato,feminine,food,24,new,wooden,age,0.79,material
1,desk,masculine,furniture,25,small,rotten,size,0.25,age
1,apple,feminine,food,26,wooden,huge,material,0.49,size
1,banana,feminine,food,27,long,metal,size,0.83,material
1,fan,feminine,furniture,28,purple,plastic,color,0.81,material
2,chair,masculine,furniture,3,square,old,shape,0.69,age
2,apple,feminine,food,4,plastic,good,material,0.29,quality
2,carrot,feminine,food,5,red,fresh,color,0.7,age
2,chair,masculine,furniture,6,green,soft,color,0.68,texture
2,couch,feminine,furniture,7,metal,big,material,0.69,size
2,couch,feminine,furniture,8,blue,square,color,0.17,shape
2,TV,masculine,furniture,9,new,yellow,age,0.53,color
2,tomato,feminine,food,10,old,red,age,0.66,color
2,chair,masculine,furniture,11,wooden,big,material,0.8,size
2,fan,feminine,furniture,12,huge,wooden,size,0.82,material
2,couch,feminine,furniture,13,metal,bad,material,0.13,quality
2,desk,masculine,furniture,14,square,huge,shape,0.41,size
2,couch,feminine,furniture,15,plastic,red,material,0.66,color
2,chair,masculine,furniture,16,round,fresh,shape,0.73,age
