workerid,noun,gender,nounclass,slide_number,predicate2,predicate1,class2,response,class1
0,fan,feminine,furniture,3,blue,big,color,0.44,size
0,chair,masculine,furniture,4,rotten,blue,age,0.57,color
0,carrot,feminine,food,5,metal,yellow,material,0.4,color
0,desk,masculine,furniture,6,plastic,red,material,0.64,color
0,fan,feminine,furniture,7,yellow,plastic,color,0.43,material
0,desk,masculine,furniture,8,square,short,shape,0.67,size
0,carrot,feminine,food,9,bad,metal,quality,0.52,material
0,carrot,feminine,food,10,short,blue,size,0.67,color
0,desk,masculine,furniture,11,new,green,age,0.48,color
0,tomato,feminine,food,12,rotten,big,age,0.65,size
0,fan,feminine,furniture,13,hard,metal,texture,0.57,material
0,couch,feminine,furniture,14,new,red,age,0.32,color
0,fan,feminine,furniture,15,hard,round,texture,0.57,shape
0,TV,masculine,furniture,16,big,soft,size,0.41,texture
0,TV,masculine,furniture,17,wooden,hard,material,0.6,texture
0,chair,masculine,furniture,18,red,good,color,0.53,quality
0,couch,feminine,furniture,19,red,plastic,color,0.68,material
0,fan,feminine,furniture,20,rotten,plastic,age,0.52,material
0,chair,masculine,furniture,21,new,smooth,age,0.4,texture
0,cheese,masculine,food,22,square,smooth,shape,0.61,texture
0,couch,feminine,furniture,23,new,blue,age,0.48,color
0,fan,feminine,furniture,24,long,red,size,0.6,color
0,carrot,feminine,food,25,metal,bad,material,0.47,quality
0,carrot,feminine,food,26,round,blue,shape,0.36,color
0,TV,masculine,furniture,27,green,long,color,0.46,size
0,cheese,masculine,food,28,fresh,square,age,0.54,shape
1,apple,feminine,food,3,huge,bad,size,0.65,quality
1,fan,feminine,furniture,4,metal,small,material,0.68,size
1,chair,masculine,furniture,5,long,metal,size,0.35,material
1,tomato,feminine,food,6,metal,blue,material,0.61,color
1,carrot,feminine,food,7,bad,wooden,quality,0.44,material
1,fan,feminine,furniture,8,wooden,green,material,0.6,color
1,banana,feminine,food,9,blue,huge,color,0.42,size
1,carrot,feminine,food,10,hard,rotten,texture,0.58,age
1,TV,masculine,furniture,11,short,yellow,size,0.44,color
1,banana,feminine,food,12,wooden,huge,material,0.63,size
1,TV,masculine,furniture,13,wooden,green,material,0.49,color
1,chair,masculine,furniture,14,square,rotten,shape,0.61,age
1,fan,feminine,furniture,15,wooden,new,material,0.48,age
1,desk,masculine,furniture,16,new,brown,age,0.7,color
1,cheese,masculine,food,17,old,wooden,age,0.77,material
1,carrot,feminine,food,18,soft,long,texture,0.47,size
1,apple,feminine,food,19,round,short,shape,0.7,size
1,fan,feminine,furniture,20,big,green,size,0.57,color
1,tomato,feminine,food,21,good,short,quality,0.47,size
1,fan,feminine,furniture,22,smooth,big,texture,0.64,size
1,couch,feminine,furniture,23,yellow,soft,color,0.48,texture
1,chair,masculine,furniture,24,huge,round,size,0.65,shape
1,desk,masculine,furniture,25,bad,purple,quality,0.52,color
1,tomato,feminine,food,26,round,wooden,shape,0.38,material
1,fan,feminine,furniture,27,purple,square,color,0.65,shape
1,couch,feminine,furniture,28,long,bad,size,0.48,quality
2,fan,feminine,furniture,3,long,soft,size,0.73,texture
2,banana,feminine,food,4,old,green,age,0.84,color
2,couch,feminine,furniture,5,new,yellow,age,0.09,color
2,tomato,feminine,food,6,good,metal,quality,0.63,material
2,fan,feminine,furniture,7,red,rotten,color,0.81,age
2,chair,masculine,furniture,8,old,brown,age,0.21,color
2,couch,feminine,furniture,9,fresh,blue,age,0.5,color
2,desk,masculine,furniture,10,rotten,plastic,age,0.77,material
2,cheese,masculine,food,11,yellow,hard,color,1,texture
2,couch,feminine,furniture,12,round,rotten,shape,0.74,age
2,couch,feminine,furniture,13,bad,square,quality,0.02,shape
2,fan,feminine,furniture,14,hard,bad,texture,0.6,quality
2,couch,feminine,furniture,15,old,purple,age,0.58,color
2,chair,masculine,furniture,16,fresh,bad,age,0,quality
2,tomato,feminine,food,17,big,plastic,size,1,material
2,fan,feminine,furniture,18,green,wooden,color,1,material
2,TV,masculine,furniture,19,round,blue,shape,1,color
2,tomato,feminine,food,20,good,old,quality,0,age
2,fan,feminine,furniture,21,wooden,purple,material,0,color
2,apple,feminine,food,22,metal,short,material,0.28,size
2,cheese,masculine,food,23,soft,good,texture,0.12,quality
2,chair,masculine,furniture,24,small,metal,size,0.67,material
2,tomato,feminine,food,25,square,huge,shape,0.44,size
2,carrot,feminine,food,26,wooden,long,material,0.8,size
2,apple,feminine,food,27,short,square,size,0.15,shape
2,chair,masculine,furniture,28,short,yellow,size,0,color
3,tomato,feminine,food,3,plastic,fresh,material,0.35,age
3,carrot,feminine,food,4,green,long,color,0.94,size
3,banana,feminine,food,5,brown,short,color,0,size
3,fan,feminine,furniture,6,old,smooth,age,0.93,texture
3,fan,feminine,furniture,7,yellow,hard,color,0.93,texture
3,desk,masculine,furniture,8,small,green,size,0.06,color
3,tomato,feminine,food,9,red,bad,color,0.07,quality
3,cheese,masculine,food,10,wooden,huge,material,0.07,size
3,cheese,masculine,food,11,yellow,huge,color,0.06,size
3,couch,feminine,furniture,12,soft,old,texture,0.98,age
3,desk,masculine,furniture,13,brown,square,color,0.03,shape
3,TV,masculine,furniture,14,fresh,big,age,0.05,size
3,chair,masculine,furniture,15,fresh,small,age,0.51,size
3,cheese,masculine,food,16,square,old,shape,1,age
3,fan,feminine,furniture,17,square,red,shape,0.94,color
3,apple,feminine,food,18,plastic,purple,material,0.82,color
3,tomato,feminine,food,19,big,green,size,0.5,color
3,banana,feminine,food,20,good,fresh,quality,1,age
3,cheese,masculine,food,21,new,huge,age,0.55,size
3,TV,masculine,furniture,22,green,new,color,0.93,age
3,fan,feminine,furniture,23,short,red,size,0.97,color
3,banana,feminine,food,24,fresh,bad,age,0.04,quality
3,carrot,feminine,food,25,round,yellow,shape,0.04,color
3,desk,masculine,furniture,26,plastic,old,material,0.51,age
3,TV,masculine,furniture,27,hard,long,texture,0.8,size
3,TV,masculine,furniture,28,big,metal,size,0.86,material
4,fan,feminine,furniture,3,new,red,age,0.99,color
4,apple,feminine,food,4,big,green,size,0.01,color
4,chair,masculine,furniture,5,round,blue,shape,0.99,color
