workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class
0,,old,TV,0.97,furniture,3,age
0,ليس,bad,TV,0,furniture,4,quality
0,,good,desk,0.01,furniture,5,quality
0,ليست,rotten,fan,0.96,furniture,6,age
0,ليس,huge,chair,0.32,furniture,7,size
0,,fresh,apple,0.83,food,8,age
0,,new,desk,0.74,furniture,9,age
0,ليست,hard,apple,0.32,food,10,texture
0,ليست,metal,carrot,1,food,11,material
0,,wooden,tomato,1,food,12,material
0,,brown,banana,0.87,food,13,color
0,ليست,big,banana,0.68,food,14,size
0,ليست,red,apple,1,food,15,color
0,,yellow,couch,1,furniture,16,color
0,ليس,green,desk,1,furniture,17,color
0,,small,chair,0.58,furniture,18,size
0,ليس,plastic,chair,1,furniture,19,material
0,,long,TV,0.62,furniture,20,size
0,ليست,soft,carrot,0.78,food,21,texture
0,,smooth,tomato,0.59,food,22,texture
0,ليست,square,apple,1,food,23,shape
0,ليست,blue,banana,1,food,24,color
0,ليس,round,TV,1,furniture,25,shape
0,,purple,fan,1,furniture,26,color
0,ليست,short,carrot,0.72,food,27,size
1,ليست,new,couch,0.83,furniture,3,age
1,ليست,wooden,fan,0.54,furniture,4,material
1,ليس,huge,desk,0.42,furniture,5,size
1,,brown,couch,0.43,furniture,6,color
1,ليست,red,couch,0.44,furniture,7,color
1,,bad,desk,0.44,furniture,8,quality
1,ليست,good,carrot,0.43,food,9,quality
1,,purple,banana,0.43,food,10,color
1,ليست,yellow,tomato,0.46,food,11,color
1,ليس,square,TV,0.41,furniture,12,shape
1,,blue,TV,0.38,furniture,13,color
1,,soft,carrot,0.43,food,14,texture
1,,rotten,couch,0.43,furniture,15,age
1,ليست,short,carrot,0.45,food,16,size
1,ليست,metal,apple,0.4,food,17,material
1,ليس,round,TV,0.41,furniture,18,shape
1,ليس,plastic,desk,0.43,furniture,19,material
1,,big,chair,0.45,furniture,20,size
1,ليس,small,chair,0.42,furniture,21,size
1,ليست,smooth,tomato,0.42,food,22,texture
1,ليست,fresh,carrot,0.4,food,23,age
1,,green,couch,0.46,furniture,24,color
1,ليست,old,banana,0.42,food,25,age
1,,long,chair,0.51,furniture,26,size
1,,hard,carrot,0.37,food,27,texture
2,ليست,purple,fan,0.43,furniture,3,color
2,,round,desk,0.32,furniture,4,shape
2,ليست,brown,couch,0.33,furniture,5,color
2,,big,couch,0.48,furniture,6,size
2,,square,desk,0.62,furniture,7,shape
