workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class,test1,dialect,test3,lived,language,enjoyment,gender,age,describe,comments,years,proficiency,otherDialect,asses,test2,education,dominantLanguage,homeLanguage,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,ليس,big,cheese,0.75,food,3,size,correct,levantine,correct,both,العربيه,2,Male,20,arabic-english,we would love to see more hits in arabic.,1-5,advanced,,Yes,correct,2,english,english,Mac,900,1440,Chrome,3WJGKMRWVI4ZFWWOA5EJVMFW1ACCD2,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:47 PDT 2019,9,0,0,7,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:47 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3WJGKMRWVI4ZFWWOA5EJVMFW1ACCD2,3I7DHKZYGOWE1FZYD3R3UZ8VXG25F9,0,Approved,Tue Mar 12 11:48:39 PDT 2019,Mon Mar 11 19:01:04 PDT 2019,Mon Mar 11 19:08:39 PDT 2019,Tue Mar 12 11:49:33 PDT 2019,,,,,[],7.507266666666666
0,ليس,metal,desk,0.75,furniture,4,material,correct,levantine,correct,both,العربيه,2,Male,20,arabic-english,we would love to see more hits in arabic.,1-5,advanced,,Yes,correct,2,english,english,Mac,900,1440,Chrome,3WJGKMRWVI4ZFWWOA5EJVMFW1ACCD2,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:47 PDT 2019,9,0,0,7,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:47 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3WJGKMRWVI4ZFWWOA5EJVMFW1ACCD2,3I7DHKZYGOWE1FZYD3R3UZ8VXG25F9,0,Approved,Tue Mar 12 11:48:39 PDT 2019,Mon Mar 11 19:01:04 PDT 2019,Mon Mar 11 19:08:39 PDT 2019,Tue Mar 12 11:49:33 PDT 2019,,,,,[],7.507266666666666
0,ليست,bad,tomato,0.15,food,5,quality,correct,levantine,correct,both,العربيه,2,Male,20,arabic-english,we would love to see more hits in arabic.,1-5,advanced,,Yes,correct,2,english,english,Mac,900,1440,Chrome,3WJGKMRWVI4ZFWWOA5EJVMFW1ACCD2,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:47 PDT 2019,9,0,0,7,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:47 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3WJGKMRWVI4ZFWWOA5EJVMFW1ACCD2,3I7DHKZYGOWE1FZYD3R3UZ8VXG25F9,0,Approved,Tue Mar 12 11:48:39 PDT 2019,Mon Mar 11 19:01:04 PDT 2019,Mon Mar 11 19:08:39 PDT 2019,Tue Mar 12 11:49:33 PDT 2019,,,,,[],7.507266666666666
0,,soft,chair,0.11,furniture,6,texture,correct,levantine,correct,both,العربيه,2,Male,20,arabic-english,we would love to see more hits in arabic.,1-5,advanced,,Yes,correct,2,english,english,Mac,900,1440,Chrome,3WJGKMRWVI4ZFWWOA5EJVMFW1ACCD2,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:47 PDT 2019,9,0,0,7,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:47 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3WJGKMRWVI4ZFWWOA5EJVMFW1ACCD2,3I7DHKZYGOWE1FZYD3R3UZ8VXG25F9,0,Approved,Tue Mar 12 11:48:39 PDT 2019,Mon Mar 11 19:01:04 PDT 2019,Mon Mar 11 19:08:39 PDT 2019,Tue Mar 12 11:49:33 PDT 2019,,,,,[],7.507266666666666
0,ليس,brown,cheese,0.12,food,7,color,correct,levantine,correct,both,العربيه,2,Male,20,arabic-english,we would love to see more hits in arabic.,1-5,advanced,,Yes,correct,2,english,english,Mac,900,1440,Chrome,3WJGKMRWVI4ZFWWOA5EJVMFW1ACCD2,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:47 PDT 2019,9,0,0,7,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:47 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3WJGKMRWVI4ZFWWOA5EJVMFW1ACCD2,3I7DHKZYGOWE1FZYD3R3UZ8VXG25F9,0,Approved,Tue Mar 12 11:48:39 PDT 2019,Mon Mar 11 19:01:04 PDT 2019,Mon Mar 11 19:08:39 PDT 2019,Tue Mar 12 11:49:33 PDT 2019,,,,,[],7.507266666666666
0,,square,carrot,0.83,food,8,shape,correct,levantine,correct,both,العربيه,2,Male,20,arabic-english,we would love to see more hits in arabic.,1-5,advanced,,Yes,correct,2,english,english,Mac,900,1440,Chrome,3WJGKMRWVI4ZFWWOA5EJVMFW1ACCD2,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:47 PDT 2019,9,0,0,7,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:47 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3WJGKMRWVI4ZFWWOA5EJVMFW1ACCD2,3I7DHKZYGOWE1FZYD3R3UZ8VXG25F9,0,Approved,Tue Mar 12 11:48:39 PDT 2019,Mon Mar 11 19:01:04 PDT 2019,Mon Mar 11 19:08:39 PDT 2019,Tue Mar 12 11:49:33 PDT 2019,,,,,[],7.507266666666666
0,,rotten,desk,0.05,furniture,9,age,correct,levantine,correct,both,العربيه,2,Male,20,arabic-english,we would love to see more hits in arabic.,1-5,advanced,,Yes,correct,2,english,english,Mac,900,1440,Chrome,3WJGKMRWVI4ZFWWOA5EJVMFW1ACCD2,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:47 PDT 2019,9,0,0,7,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:47 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3WJGKMRWVI4ZFWWOA5EJVMFW1ACCD2,3I7DHKZYGOWE1FZYD3R3UZ8VXG25F9,0,Approved,Tue Mar 12 11:48:39 PDT 2019,Mon Mar 11 19:01:04 PDT 2019,Mon Mar 11 19:08:39 PDT 2019,Tue Mar 12 11:49:33 PDT 2019,,,,,[],7.507266666666666
0,,plastic,fan,0.84,furniture,10,material,correct,levantine,correct,both,العربيه,2,Male,20,arabic-english,we would love to see more hits in arabic.,1-5,advanced,,Yes,correct,2,english,english,Mac,900,1440,Chrome,3WJGKMRWVI4ZFWWOA5EJVMFW1ACCD2,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:47 PDT 2019,9,0,0,7,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:47 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3WJGKMRWVI4ZFWWOA5EJVMFW1ACCD2,3I7DHKZYGOWE1FZYD3R3UZ8VXG25F9,0,Approved,Tue Mar 12 11:48:39 PDT 2019,Mon Mar 11 19:01:04 PDT 2019,Mon Mar 11 19:08:39 PDT 2019,Tue Mar 12 11:49:33 PDT 2019,,,,,[],7.507266666666666
0,,fresh,fan,0,furniture,11,age,correct,levantine,correct,both,العربيه,2,Male,20,arabic-english,we would love to see more hits in arabic.,1-5,advanced,,Yes,correct,2,english,english,Mac,900,1440,Chrome,3WJGKMRWVI4ZFWWOA5EJVMFW1ACCD2,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:47 PDT 2019,9,0,0,7,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:47 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3WJGKMRWVI4ZFWWOA5EJVMFW1ACCD2,3I7DHKZYGOWE1FZYD3R3UZ8VXG25F9,0,Approved,Tue Mar 12 11:48:39 PDT 2019,Mon Mar 11 19:01:04 PDT 2019,Mon Mar 11 19:08:39 PDT 2019,Tue Mar 12 11:49:33 PDT 2019,,,,,[],7.507266666666666
0,,new,desk,0.7,furniture,12,age,correct,levantine,correct,both,العربيه,2,Male,20,arabic-english,we would love to see more hits in arabic.,1-5,advanced,,Yes,correct,2,english,english,Mac,900,1440,Chrome,3WJGKMRWVI4ZFWWOA5EJVMFW1ACCD2,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:47 PDT 2019,9,0,0,7,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:47 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3WJGKMRWVI4ZFWWOA5EJVMFW1ACCD2,3I7DHKZYGOWE1FZYD3R3UZ8VXG25F9,0,Approved,Tue Mar 12 11:48:39 PDT 2019,Mon Mar 11 19:01:04 PDT 2019,Mon Mar 11 19:08:39 PDT 2019,Tue Mar 12 11:49:33 PDT 2019,,,,,[],7.507266666666666
