workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class
0,ليس,big,cheese,0.75,food,3,size
0,ليس,metal,desk,0.75,furniture,4,material
0,ليست,bad,tomato,0.15,food,5,quality
0,,soft,chair,0.11,furniture,6,texture
0,ليس,brown,cheese,0.12,food,7,color
0,,square,carrot,0.83,food,8,shape
0,,rotten,desk,0.05,furniture,9,age
0,,plastic,fan,0.84,furniture,10,material
0,,fresh,fan,0,furniture,11,age
0,,new,desk,0.7,furniture,12,age
0,ليس,yellow,TV,0.83,furniture,13,color
0,ليس,green,chair,0.79,furniture,14,color
0,ليس,purple,TV,0.85,furniture,15,color
0,,blue,TV,0.86,furniture,16,color
0,ليست,hard,fan,0.03,furniture,17,texture
0,ليست,smooth,fan,0,furniture,18,texture
0,ليست,good,fan,0.01,furniture,19,quality
0,,old,desk,0.85,furniture,20,age
0,ليست,wooden,tomato,0.92,food,21,material
0,,round,banana,0.99,food,22,shape
0,,long,fan,0.01,furniture,23,size
0,,red,tomato,0.99,food,24,color
0,,short,fan,0.12,furniture,25,size
0,ليست,huge,fan,0.01,furniture,26,size
0,ليس,small,desk,0.03,furniture,27,size
1,,square,couch,0.28,furniture,3,shape
1,,yellow,chair,0.26,furniture,4,color
1,ليست,new,fan,0.38,furniture,5,age
1,ليس,huge,TV,0.49,furniture,6,size
1,,small,cheese,0.23,food,7,size
1,ليس,long,TV,0.62,furniture,8,size
1,ليست,bad,couch,0.81,furniture,9,quality
1,,metal,banana,0.25,food,10,material
1,,round,fan,0.48,furniture,11,shape
1,ليست,plastic,carrot,0.66,food,12,material
1,,wooden,carrot,0.31,food,13,material
1,,brown,banana,0.42,food,14,color
1,,blue,TV,0.32,furniture,15,color
1,ليست,purple,couch,0.67,furniture,16,color
1,,fresh,apple,0.72,food,17,age
1,,red,couch,0.62,furniture,18,color
1,ليست,old,apple,0.48,food,19,age
1,,big,TV,0.29,furniture,20,size
1,ليست,smooth,carrot,0.16,food,21,texture
1,ليس,soft,chair,0.24,furniture,22,texture
1,,short,couch,0.32,furniture,23,size
1,,good,fan,0.22,furniture,24,quality
1,,hard,tomato,0.2,food,25,texture
1,ليست,rotten,apple,0.3,food,26,age
1,ليست,green,couch,0.28,furniture,27,color
2,,smooth,TV,0.96,furniture,3,texture
2,ليست,yellow,banana,0.03,food,4,color
2,ليست,round,tomato,0.03,food,5,shape
2,ليس,green,desk,0.99,furniture,6,color
2,,blue,fan,0,furniture,7,color
2,ليس,square,cheese,0.03,food,8,shape
2,,bad,cheese,0.96,food,9,quality
2,,soft,banana,0.98,food,10,texture
2,,huge,carrot,0.92,food,11,size
2,ليس,purple,TV,0.9,furniture,12,color
2,ليس,metal,cheese,0.95,food,13,material
2,ليست,new,tomato,0.09,food,14,age
2,ليست,wooden,couch,0.98,furniture,15,material
2,,old,chair,0.96,furniture,16,age
2,ليست,good,tomato,0.85,food,17,quality
2,ليست,red,banana,0.97,food,18,color
2,,big,chair,1,furniture,19,size
2,,brown,chair,0.84,furniture,20,color
2,,long,carrot,0.96,food,21,size
2,ليس,small,chair,0.9,furniture,22,size
2,ليست,plastic,fan,0.72,furniture,23,material
2,,hard,desk,0.93,furniture,24,texture
2,ليست,short,tomato,0.87,food,25,size
2,ليست,fresh,fan,0.94,furniture,26,age
2,,rotten,apple,0.88,food,27,age
3,,metal,cheese,0.69,food,3,material
3,ليس,good,TV,0.54,furniture,4,quality
3,,square,TV,0.62,furniture,5,shape
3,,bad,banana,0.25,food,6,quality
3,,purple,banana,0.56,food,7,color
3,ليست,short,couch,0.73,furniture,8,size
3,ليست,rotten,couch,0.7,furniture,9,age
3,,hard,fan,0.48,furniture,10,texture
3,,soft,fan,0.8,furniture,11,texture
3,,long,desk,0.75,furniture,12,size
3,ليس,new,chair,0.79,furniture,13,age
3,,blue,cheese,0.67,food,14,color
3,ليس,round,desk,0.84,furniture,15,shape
3,ليست,big,couch,0.73,furniture,16,size
3,ليست,smooth,couch,0.91,furniture,17,texture
3,ليس,old,desk,0.42,furniture,18,age
3,ليس,fresh,desk,0.6,furniture,19,age
3,,brown,TV,0.25,furniture,20,color
3,,small,fan,0.54,furniture,21,size
3,ليست,red,apple,0.69,food,22,color
3,,huge,apple,0.4,food,23,size
3,,green,carrot,0.64,food,24,color
3,ليس,plastic,cheese,0.37,food,25,material
3,,yellow,desk,0.66,furniture,26,color
3,ليست,wooden,apple,0.42,food,27,material
4,ليس,long,desk,0.31,furniture,3,size
4,ليس,purple,TV,0.25,furniture,4,color
4,,wooden,TV,0.23,furniture,5,material
4,,bad,chair,0.26,furniture,6,quality
4,,big,desk,0.29,furniture,7,size
4,ليس,green,TV,0.2,furniture,8,color
4,,red,chair,0.24,furniture,9,color
4,,brown,TV,0.28,furniture,10,color
4,ليست,blue,banana,0.29,food,11,color
4,,fresh,tomato,0.23,food,12,age
4,ليس,small,chair,0.25,furniture,13,size
4,ليست,soft,tomato,0.24,food,14,texture
4,,new,carrot,0.24,food,15,age
4,ليس,hard,chair,0.29,furniture,16,texture
4,ليس,short,TV,0.21,furniture,17,size
4,,square,tomato,0.26,food,18,shape
4,ليس,plastic,TV,0.29,furniture,19,material
4,,old,carrot,0.25,food,20,age
4,,huge,cheese,0.29,food,21,size
4,ليست,round,couch,0.28,furniture,22,shape
4,ليست,good,fan,0.26,furniture,23,quality
4,ليست,yellow,apple,0.21,food,24,color
4,,rotten,chair,0.3,furniture,25,age
4,ليس,smooth,cheese,0.25,food,26,texture
4,ليس,metal,chair,0.14,furniture,27,material
5,ليست,hard,tomato,1,food,3,texture
5,,wooden,fan,1,furniture,4,material
5,ليست,purple,tomato,1,food,5,color
5,ليس,rotten,cheese,1,food,6,age
5,,smooth,cheese,1,food,7,texture
5,,soft,couch,0,furniture,8,texture
5,ليس,huge,desk,0,furniture,9,size
5,ليس,blue,TV,1,furniture,10,color
5,,old,cheese,1,food,11,age
5,ليست,fresh,fan,1,furniture,12,age
5,,plastic,cheese,1,food,13,material
5,,good,TV,0,furniture,14,quality
5,ليس,yellow,desk,1,furniture,15,color
5,,round,cheese,1,food,16,shape
5,ليست,green,banana,1,food,17,color
5,,big,apple,1,food,18,size
5,,square,TV,1,furniture,19,shape
5,ليست,new,tomato,1,food,20,age
5,,metal,fan,1,furniture,21,material
5,ليست,red,apple,1,food,22,color
5,ليست,long,apple,0,food,23,size
5,,small,banana,0,food,24,size
5,ليس,short,TV,0,furniture,25,size
5,ليست,bad,carrot,0,food,26,quality
5,ليس,brown,chair,1,furniture,27,color
6,ليس,metal,chair,0.35,furniture,3,material
6,,square,chair,0.42,furniture,4,shape
6,,long,chair,0.69,furniture,5,size
6,ليست,wooden,carrot,0.4,food,6,material
6,ليس,soft,desk,0.68,furniture,7,texture
6,ليس,yellow,cheese,0.33,food,8,color
6,ليست,round,carrot,0.47,food,9,shape
6,,brown,desk,0.52,furniture,10,color
6,,small,cheese,0.37,food,11,size
6,,fresh,desk,0.65,furniture,12,age
6,,hard,TV,0.51,furniture,13,texture
6,,blue,chair,0.48,furniture,14,color
6,ليست,new,tomato,0.07,food,15,age
6,,green,couch,0.9,furniture,16,color
6,,bad,tomato,0.13,food,17,quality
6,ليست,plastic,tomato,0.81,food,18,material
6,,smooth,carrot,0.67,food,19,texture
6,ليس,short,TV,0.5,furniture,20,size
6,ليست,old,tomato,0.03,food,21,age
6,,big,banana,0.46,food,22,size
6,,good,couch,0.79,furniture,23,quality
6,,rotten,fan,0.51,furniture,24,age
6,,red,tomato,0.46,food,25,color
6,,huge,tomato,0.21,food,26,size
6,ليست,purple,fan,0.8,furniture,27,color
7,ليست,plastic,fan,0.42,furniture,3,material
7,,green,fan,0.42,furniture,4,color
7,ليست,brown,apple,0.35,food,5,color
7,ليست,soft,couch,0.55,furniture,6,texture
7,,rotten,couch,0.41,furniture,7,age
7,ليست,bad,tomato,0.51,food,8,quality
7,ليست,yellow,banana,0.41,food,9,color
7,,purple,cheese,0.58,food,10,color
7,ليس,big,TV,0.37,furniture,11,size
7,ليست,old,couch,0.52,furniture,12,age
7,,new,apple,0.34,food,13,age
7,,wooden,tomato,0.54,food,14,material
7,ليست,smooth,apple,0.31,food,15,texture
7,,good,tomato,0.52,food,16,quality
7,ليس,huge,chair,0.26,furniture,17,size
7,,hard,cheese,0.53,food,18,texture
7,,blue,cheese,0.46,food,19,color
7,ليس,fresh,TV,0.6,furniture,20,age
7,,square,cheese,0.34,food,21,shape
7,ليست,metal,couch,0.52,furniture,22,material
7,ليس,long,cheese,0.43,food,23,size
7,,short,fan,0.5,furniture,24,size
7,ليس,red,TV,0.54,furniture,25,color
7,ليست,round,carrot,0.4,food,26,shape
7,ليست,small,couch,0.58,furniture,27,size
8,ليست,green,banana,0.44,food,3,color
8,ليست,blue,carrot,0.62,food,4,color
8,,fresh,banana,0.91,food,5,age
8,,red,fan,0.61,furniture,6,color
8,,soft,banana,0.57,food,7,texture
8,ليست,good,fan,0.67,furniture,8,quality
8,ليست,big,couch,0.5,furniture,9,size
8,ليست,short,apple,0.6,food,10,size
8,ليست,round,carrot,0.62,food,11,shape
8,,metal,chair,0.87,furniture,12,material
8,ليس,rotten,chair,0.59,furniture,13,age
8,ليس,new,cheese,0.73,food,14,age
8,,small,couch,0.74,furniture,15,size
8,,wooden,chair,0.59,furniture,16,material
8,ليست,plastic,carrot,0.59,food,17,material
8,ليست,long,banana,0.59,food,18,size
8,ليست,old,apple,0.63,food,19,age
8,,yellow,fan,0.83,furniture,20,color
8,ليس,brown,chair,0.75,furniture,21,color
8,ليست,smooth,carrot,0.73,food,22,texture
8,,bad,desk,0.63,furniture,23,quality
8,ليس,purple,cheese,0.61,food,24,color
8,ليس,square,cheese,0.65,food,25,shape
8,ليست,hard,couch,0.49,furniture,26,texture
8,,huge,desk,0.57,furniture,27,size
