workerid,noun,gender,nounclass,slide_number,predicate2,predicate1,class2,response,class1,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,desk,masculine,furniture,3,new,huge,age,0.65,size,United States,2,Female,35,A1EOVMNNT8Q370,Yes,2,Windows,1080,1920,Chrome,35XW21VSVG9YKP9CK827T4RJURVLSO,3EETFKUFD01RNQA1LC1NI1JX04BF6A,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.40,Mon Jan 21 14:39:19 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Feb 20 14:39:19 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=35XW21VSVG9YKP9CK827T4RJURVLSO,3GFK2QRXXADGC1LT3S13YNUVLCPW5A,0,Approved,Tue Jan 22 07:26:52 PST 2019,Mon Jan 21 14:45:38 PST 2019,Mon Jan 21 14:46:52 PST 2019,Tue Jan 22 07:26:54 PST 2019,,,,,[],1.1716
0,carrot,feminine,food,4,huge,old,size,0.31,age,United States,2,Female,35,A1EOVMNNT8Q370,Yes,2,Windows,1080,1920,Chrome,35XW21VSVG9YKP9CK827T4RJURVLSO,3EETFKUFD01RNQA1LC1NI1JX04BF6A,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.40,Mon Jan 21 14:39:19 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Feb 20 14:39:19 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=35XW21VSVG9YKP9CK827T4RJURVLSO,3GFK2QRXXADGC1LT3S13YNUVLCPW5A,0,Approved,Tue Jan 22 07:26:52 PST 2019,Mon Jan 21 14:45:38 PST 2019,Mon Jan 21 14:46:52 PST 2019,Tue Jan 22 07:26:54 PST 2019,,,,,[],1.1716
0,TV,masculine,furniture,5,metal,blue,material,0.72,color,United States,2,Female,35,A1EOVMNNT8Q370,Yes,2,Windows,1080,1920,Chrome,35XW21VSVG9YKP9CK827T4RJURVLSO,3EETFKUFD01RNQA1LC1NI1JX04BF6A,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.40,Mon Jan 21 14:39:19 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Feb 20 14:39:19 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=35XW21VSVG9YKP9CK827T4RJURVLSO,3GFK2QRXXADGC1LT3S13YNUVLCPW5A,0,Approved,Tue Jan 22 07:26:52 PST 2019,Mon Jan 21 14:45:38 PST 2019,Mon Jan 21 14:46:52 PST 2019,Tue Jan 22 07:26:54 PST 2019,,,,,[],1.1716
0,desk,masculine,furniture,6,green,fresh,color,0.82,age,United States,2,Female,35,A1EOVMNNT8Q370,Yes,2,Windows,1080,1920,Chrome,35XW21VSVG9YKP9CK827T4RJURVLSO,3EETFKUFD01RNQA1LC1NI1JX04BF6A,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.40,Mon Jan 21 14:39:19 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Feb 20 14:39:19 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=35XW21VSVG9YKP9CK827T4RJURVLSO,3GFK2QRXXADGC1LT3S13YNUVLCPW5A,0,Approved,Tue Jan 22 07:26:52 PST 2019,Mon Jan 21 14:45:38 PST 2019,Mon Jan 21 14:46:52 PST 2019,Tue Jan 22 07:26:54 PST 2019,,,,,[],1.1716
0,tomato,feminine,food,7,big,plastic,size,0.07,material,United States,2,Female,35,A1EOVMNNT8Q370,Yes,2,Windows,1080,1920,Chrome,35XW21VSVG9YKP9CK827T4RJURVLSO,3EETFKUFD01RNQA1LC1NI1JX04BF6A,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.40,Mon Jan 21 14:39:19 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Feb 20 14:39:19 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=35XW21VSVG9YKP9CK827T4RJURVLSO,3GFK2QRXXADGC1LT3S13YNUVLCPW5A,0,Approved,Tue Jan 22 07:26:52 PST 2019,Mon Jan 21 14:45:38 PST 2019,Mon Jan 21 14:46:52 PST 2019,Tue Jan 22 07:26:54 PST 2019,,,,,[],1.1716
0,banana,feminine,food,8,green,new,color,0.43,age,United States,2,Female,35,A1EOVMNNT8Q370,Yes,2,Windows,1080,1920,Chrome,35XW21VSVG9YKP9CK827T4RJURVLSO,3EETFKUFD01RNQA1LC1NI1JX04BF6A,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.40,Mon Jan 21 14:39:19 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Feb 20 14:39:19 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=35XW21VSVG9YKP9CK827T4RJURVLSO,3GFK2QRXXADGC1LT3S13YNUVLCPW5A,0,Approved,Tue Jan 22 07:26:52 PST 2019,Mon Jan 21 14:45:38 PST 2019,Mon Jan 21 14:46:52 PST 2019,Tue Jan 22 07:26:54 PST 2019,,,,,[],1.1716
0,tomato,feminine,food,9,yellow,metal,color,0.69,material,United States,2,Female,35,A1EOVMNNT8Q370,Yes,2,Windows,1080,1920,Chrome,35XW21VSVG9YKP9CK827T4RJURVLSO,3EETFKUFD01RNQA1LC1NI1JX04BF6A,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.40,Mon Jan 21 14:39:19 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Feb 20 14:39:19 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=35XW21VSVG9YKP9CK827T4RJURVLSO,3GFK2QRXXADGC1LT3S13YNUVLCPW5A,0,Approved,Tue Jan 22 07:26:52 PST 2019,Mon Jan 21 14:45:38 PST 2019,Mon Jan 21 14:46:52 PST 2019,Tue Jan 22 07:26:54 PST 2019,,,,,[],1.1716
0,tomato,feminine,food,10,smooth,good,texture,0.34,quality,United States,2,Female,35,A1EOVMNNT8Q370,Yes,2,Windows,1080,1920,Chrome,35XW21VSVG9YKP9CK827T4RJURVLSO,3EETFKUFD01RNQA1LC1NI1JX04BF6A,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.40,Mon Jan 21 14:39:19 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Feb 20 14:39:19 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=35XW21VSVG9YKP9CK827T4RJURVLSO,3GFK2QRXXADGC1LT3S13YNUVLCPW5A,0,Approved,Tue Jan 22 07:26:52 PST 2019,Mon Jan 21 14:45:38 PST 2019,Mon Jan 21 14:46:52 PST 2019,Tue Jan 22 07:26:54 PST 2019,,,,,[],1.1716
0,cheese,masculine,food,11,hard,square,texture,0.89,shape,United States,2,Female,35,A1EOVMNNT8Q370,Yes,2,Windows,1080,1920,Chrome,35XW21VSVG9YKP9CK827T4RJURVLSO,3EETFKUFD01RNQA1LC1NI1JX04BF6A,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.40,Mon Jan 21 14:39:19 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Feb 20 14:39:19 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=35XW21VSVG9YKP9CK827T4RJURVLSO,3GFK2QRXXADGC1LT3S13YNUVLCPW5A,0,Approved,Tue Jan 22 07:26:52 PST 2019,Mon Jan 21 14:45:38 PST 2019,Mon Jan 21 14:46:52 PST 2019,Tue Jan 22 07:26:54 PST 2019,,,,,[],1.1716
0,TV,masculine,furniture,12,small,plastic,size,0.18,material,United States,2,Female,35,A1EOVMNNT8Q370,Yes,2,Windows,1080,1920,Chrome,35XW21VSVG9YKP9CK827T4RJURVLSO,3EETFKUFD01RNQA1LC1NI1JX04BF6A,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.40,Mon Jan 21 14:39:19 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Feb 20 14:39:19 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=35XW21VSVG9YKP9CK827T4RJURVLSO,3GFK2QRXXADGC1LT3S13YNUVLCPW5A,0,Approved,Tue Jan 22 07:26:52 PST 2019,Mon Jan 21 14:45:38 PST 2019,Mon Jan 21 14:46:52 PST 2019,Tue Jan 22 07:26:54 PST 2019,,,,,[],1.1716
0,apple,feminine,food,13,fresh,small,age,0.44,size,United States,2,Female,35,A1EOVMNNT8Q370,Yes,2,Windows,1080,1920,Chrome,35XW21VSVG9YKP9CK827T4RJURVLSO,3EETFKUFD01RNQA1LC1NI1JX04BF6A,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.40,Mon Jan 21 14:39:19 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Feb 20 14:39:19 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=35XW21VSVG9YKP9CK827T4RJURVLSO,3GFK2QRXXADGC1LT3S13YNUVLCPW5A,0,Approved,Tue Jan 22 07:26:52 PST 2019,Mon Jan 21 14:45:38 PST 2019,Mon Jan 21 14:46:52 PST 2019,Tue Jan 22 07:26:54 PST 2019,,,,,[],1.1716
0,carrot,feminine,food,14,green,short,color,0.66,size,United States,2,Female,35,A1EOVMNNT8Q370,Yes,2,Windows,1080,1920,Chrome,35XW21VSVG9YKP9CK827T4RJURVLSO,3EETFKUFD01RNQA1LC1NI1JX04BF6A,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.40,Mon Jan 21 14:39:19 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Feb 20 14:39:19 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=35XW21VSVG9YKP9CK827T4RJURVLSO,3GFK2QRXXADGC1LT3S13YNUVLCPW5A,0,Approved,Tue Jan 22 07:26:52 PST 2019,Mon Jan 21 14:45:38 PST 2019,Mon Jan 21 14:46:52 PST 2019,Tue Jan 22 07:26:54 PST 2019,,,,,[],1.1716
