workerid,noun,gender,nounclass,slide_number,predicate2,predicate1,class2,response,class1
0,desk,masculine,furniture,3,new,huge,age,0.65,size
0,carrot,feminine,food,4,huge,old,size,0.31,age
0,TV,masculine,furniture,5,metal,blue,material,0.72,color
0,desk,masculine,furniture,6,green,fresh,color,0.82,age
0,tomato,feminine,food,7,big,plastic,size,0.07,material
0,banana,feminine,food,8,green,new,color,0.43,age
0,tomato,feminine,food,9,yellow,metal,color,0.69,material
0,tomato,feminine,food,10,smooth,good,texture,0.34,quality
0,cheese,masculine,food,11,hard,square,texture,0.89,shape
0,TV,masculine,furniture,12,small,plastic,size,0.18,material
0,apple,feminine,food,13,fresh,small,age,0.44,size
0,carrot,feminine,food,14,green,short,color,0.66,size
0,TV,masculine,furniture,15,square,wooden,shape,0.08,material
0,cheese,masculine,food,16,fresh,square,age,0.87,shape
0,TV,masculine,furniture,17,blue,round,color,0.72,shape
0,desk,masculine,furniture,18,yellow,fresh,color,0.49,age
0,desk,masculine,furniture,19,old,purple,age,0.7,color
0,fan,feminine,furniture,20,wooden,purple,material,0.07,color
0,TV,masculine,furniture,21,brown,old,color,0.33,age
0,chair,masculine,furniture,22,huge,rotten,size,0.71,age
0,desk,masculine,furniture,23,purple,wooden,color,0.88,material
0,TV,masculine,furniture,24,old,plastic,age,0.56,material
0,fan,feminine,furniture,25,blue,hard,color,0.36,texture
0,TV,masculine,furniture,26,bad,wooden,quality,0.62,material
0,carrot,feminine,food,27,long,plastic,size,0.51,material
0,apple,feminine,food,28,bad,old,quality,0.75,age
1,apple,feminine,food,3,new,round,age,0.45,shape
1,apple,feminine,food,4,soft,red,texture,0.5,color
1,tomato,feminine,food,5,small,brown,size,0.31,color
1,cheese,masculine,food,6,good,fresh,quality,0.58,age
1,chair,masculine,furniture,7,soft,good,texture,0.47,quality
1,cheese,masculine,food,8,metal,smooth,material,0.55,texture
1,TV,masculine,furniture,9,huge,yellow,size,0.37,color
1,carrot,feminine,food,10,rotten,brown,age,0.54,color
1,apple,feminine,food,11,purple,metal,color,0.47,material
1,carrot,feminine,food,12,square,small,shape,0.33,size
1,banana,feminine,food,13,purple,short,color,0.52,size
1,carrot,feminine,food,14,huge,brown,size,0.42,color
1,cheese,masculine,food,15,blue,bad,color,0.5,quality
1,chair,masculine,furniture,16,small,rotten,size,0.43,age
1,tomato,feminine,food,17,round,wooden,shape,0.56,material
1,desk,masculine,furniture,18,round,huge,shape,0.48,size
1,fan,feminine,furniture,19,smooth,red,texture,0.53,color
1,apple,feminine,food,20,wooden,short,material,0.45,size
1,fan,feminine,furniture,21,bad,square,quality,0.53,shape
1,TV,masculine,furniture,22,short,brown,size,0.45,color
1,desk,masculine,furniture,23,soft,purple,texture,0.61,color
1,desk,masculine,furniture,24,good,yellow,quality,0.61,color
1,cheese,masculine,food,25,purple,hard,color,0.52,texture
1,carrot,feminine,food,26,red,bad,color,0.46,quality
1,TV,masculine,furniture,27,bad,soft,quality,0.54,texture
1,chair,masculine,furniture,28,red,soft,color,0.46,texture
2,TV,masculine,furniture,3,fresh,good,age,0.54,quality
2,fan,feminine,furniture,4,rotten,brown,age,0.4,color
2,carrot,feminine,food,5,good,metal,quality,0.49,material
2,desk,masculine,furniture,6,plastic,rotten,material,0.7,age
2,cheese,masculine,food,7,purple,hard,color,0.38,texture
2,TV,masculine,furniture,8,good,long,quality,0.84,size
2,cheese,masculine,food,9,green,round,color,0.53,shape
2,couch,feminine,furniture,10,short,round,size,0.51,shape
2,couch,feminine,furniture,11,old,brown,age,0.71,color
2,TV,masculine,furniture,12,metal,brown,material,0.53,color
2,TV,masculine,furniture,13,green,long,color,0.46,size
2,couch,feminine,furniture,14,good,square,quality,0.64,shape
2,apple,feminine,food,15,old,round,age,0.49,shape
2,carrot,feminine,food,16,round,old,shape,0.69,age
2,carrot,feminine,food,17,square,fresh,shape,0.49,age
2,apple,feminine,food,18,soft,yellow,texture,0.42,color
2,fan,feminine,furniture,19,soft,huge,texture,0.6,size
2,banana,feminine,food,20,purple,square,color,0.51,shape
2,fan,feminine,furniture,21,soft,short,texture,0.42,size
2,chair,masculine,furniture,22,bad,yellow,quality,0.57,color
2,desk,masculine,furniture,23,rotten,good,age,0.59,quality
2,apple,feminine,food,24,green,round,color,0.51,shape
2,cheese,masculine,food,25,hard,plastic,texture,0.61,material
2,tomato,feminine,food,26,wooden,square,material,0.49,shape
2,tomato,feminine,food,27,small,wooden,size,0.61,material
2,desk,masculine,furniture,28,wooden,small,material,0.52,size
3,chair,masculine,furniture,3,square,fresh,shape,0.5,age
3,apple,feminine,food,4,red,square,color,0.34,shape
3,tomato,feminine,food,5,small,red,size,0.66,color
3,desk,masculine,furniture,6,yellow,bad,color,0.1,quality
3,cheese,masculine,food,7,smooth,bad,texture,0.15,quality
3,cheese,masculine,food,8,old,soft,age,0.86,texture
3,TV,masculine,furniture,9,bad,wooden,quality,0.88,material
3,couch,feminine,furniture,10,long,plastic,size,0.9,material
3,couch,feminine,furniture,11,fresh,metal,age,0.77,material
3,fan,feminine,furniture,12,short,old,size,0.15,age
3,banana,feminine,food,13,red,good,color,0.84,quality
3,apple,feminine,food,14,metal,red,material,0.23,color
3,apple,feminine,food,15,small,metal,size,0.83,material
3,apple,feminine,food,16,purple,small,color,0.21,size
3,banana,feminine,food,17,big,bad,size,0.75,quality
3,cheese,masculine,food,18,bad,rotten,quality,0.1,age
3,cheese,masculine,food,19,green,hard,color,0.71,texture
3,apple,feminine,food,20,big,wooden,size,0.75,material
3,tomato,feminine,food,21,purple,bad,color,0.24,quality
3,desk,masculine,furniture,22,big,hard,size,0.93,texture
3,tomato,feminine,food,23,big,purple,size,0.28,color
3,fan,feminine,furniture,24,old,wooden,age,0.95,material
3,cheese,masculine,food,25,huge,purple,size,0.7,color
3,desk,masculine,furniture,26,hard,long,texture,0.03,size
3,banana,feminine,food,27,red,rotten,color,0.72,age
3,desk,masculine,furniture,28,old,short,age,0.12,size
4,couch,feminine,furniture,3,square,old,shape,1,age
4,fan,feminine,furniture,4,brown,round,color,1,shape
4,carrot,feminine,food,5,purple,rotten,color,0,age
4,banana,feminine,food,6,old,purple,age,1,color
4,couch,feminine,furniture,7,red,good,color,0,quality
4,chair,masculine,furniture,8,good,rotten,quality,0,age
4,cheese,masculine,food,9,metal,square,material,0,shape
4,apple,feminine,food,10,wooden,smooth,material,1,texture
4,chair,masculine,furniture,11,soft,blue,texture,1,color
4,desk,masculine,furniture,12,bad,smooth,quality,0,texture
4,TV,masculine,furniture,13,short,bad,size,1,quality
4,couch,feminine,furniture,14,metal,good,material,1,quality
4,desk,masculine,furniture,15,square,old,shape,0,age
4,desk,masculine,furniture,16,hard,short,texture,1,size
4,tomato,feminine,food,17,short,green,size,0,color
4,cheese,masculine,food,18,smooth,blue,texture,0,color
4,couch,feminine,furniture,19,bad,fresh,quality,1,age
4,desk,masculine,furniture,20,square,small,shape,1,size
4,fan,feminine,furniture,21,long,hard,size,1,texture
4,couch,feminine,furniture,22,metal,new,material,1,age
4,TV,masculine,furniture,23,good,hard,quality,1,texture
4,fan,feminine,furniture,24,short,old,size,0.06,age
4,carrot,feminine,food,25,new,wooden,age,1,material
4,apple,feminine,food,26,small,rotten,size,1,age
4,carrot,feminine,food,27,short,metal,size,1,material
4,apple,feminine,food,28,rotten,bad,age,1,quality
5,desk,masculine,furniture,3,big,round,size,0.71,shape
5,chair,masculine,furniture,4,round,wooden,shape,0.69,material
5,tomato,feminine,food,5,soft,metal,texture,0.5,material
5,tomato,feminine,food,6,square,wooden,shape,0.49,material
5,apple,feminine,food,7,red,plastic,color,0.52,material
5,carrot,feminine,food,8,soft,long,texture,0.29,size
5,fan,feminine,furniture,9,huge,red,size,0.29,color
5,chair,masculine,furniture,10,yellow,soft,color,0.27,texture
5,apple,feminine,food,11,rotten,green,age,0.19,color
5,apple,feminine,food,12,short,red,size,0.78,color
5,apple,feminine,food,13,soft,round,texture,0.5,shape
5,fan,feminine,furniture,14,red,big,color,0.11,size
5,couch,feminine,furniture,15,round,metal,shape,0.69,material
5,carrot,feminine,food,16,old,brown,age,0.64,color
5,TV,masculine,furniture,17,old,purple,age,1,color
5,carrot,feminine,food,18,rotten,brown,age,0.02,color
5,desk,masculine,furniture,19,wooden,old,material,0.51,age
5,cheese,masculine,food,20,smooth,big,texture,0.02,size
5,chair,masculine,furniture,21,good,blue,quality,0.2,color
5,banana,feminine,food,22,brown,short,color,0.74,size
5,fan,feminine,furniture,23,hard,small,texture,0.17,size
5,couch,feminine,furniture,24,long,round,size,0.17,shape
5,banana,feminine,food,25,square,purple,shape,0.19,color
5,desk,masculine,furniture,26,old,red,age,0.52,color
5,cheese,masculine,food,27,rotten,soft,age,0.91,texture
5,desk,masculine,furniture,28,metal,big,material,0.51,size
6,couch,feminine,furniture,3,soft,small,texture,0.66,size
6,couch,feminine,furniture,4,rotten,green,age,0.64,color
6,TV,masculine,furniture,5,blue,small,color,0.51,size
6,tomato,feminine,food,6,long,old,size,0.84,age
6,carrot,feminine,food,7,big,good,size,0.58,quality
6,chair,masculine,furniture,8,square,brown,shape,0.89,color
6,banana,feminine,food,9,square,plastic,shape,0.4,material
6,tomato,feminine,food,10,old,big,age,0.71,size
