workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class
0,ليس,short,cheese,0.76,food,3,size
0,ليست,green,banana,0.75,food,4,color
0,,old,desk,0.76,furniture,5,age
0,,yellow,apple,0.72,food,6,color
0,,purple,apple,0.73,food,7,color
0,ليس,wooden,TV,0.74,furniture,8,material
0,ليست,huge,banana,0.72,food,9,size
0,ليست,bad,banana,0.74,food,10,quality
0,,plastic,TV,0.89,furniture,11,material
0,,smooth,carrot,0.7,food,12,texture
0,ليس,red,cheese,0.86,food,13,color
0,,soft,carrot,0.65,food,14,texture
0,ليست,square,fan,0.83,furniture,15,shape
0,,metal,TV,0.65,furniture,16,material
0,ليس,rotten,chair,0.8,furniture,17,age
0,ليس,hard,chair,0.84,furniture,18,texture
0,,big,fan,0.73,furniture,19,size
0,ليست,small,banana,0.88,food,20,size
0,,fresh,couch,0.76,furniture,21,age
0,,brown,apple,0.77,food,22,color
0,ليست,long,carrot,0.75,food,23,size
0,ليس,blue,desk,0.63,furniture,24,color
0,ليست,round,tomato,0.86,food,25,shape
0,,new,TV,0.6,furniture,26,age
0,,good,desk,0.81,furniture,27,quality
1,,fresh,couch,0.36,furniture,3,age
1,ليست,bad,fan,0.56,furniture,4,quality
1,ليست,smooth,carrot,0.38,food,5,texture
1,ليست,plastic,banana,0.57,food,6,material
1,ليس,green,chair,0.31,furniture,7,color
1,,round,desk,0.56,furniture,8,shape
1,,square,couch,0.34,furniture,9,shape
1,ليست,big,tomato,0.66,food,10,size
1,ليس,huge,TV,0.23,furniture,11,size
1,ليس,short,chair,0.62,furniture,12,size
1,ليس,new,cheese,0.38,food,13,age
1,,purple,desk,0.69,furniture,14,color
1,,soft,apple,0.49,food,15,texture
1,ليست,rotten,fan,0.62,furniture,16,age
1,,brown,tomato,0.45,food,17,color
1,ليس,yellow,cheese,0.69,food,18,color
1,ليس,metal,cheese,0.28,food,19,material
1,ليس,long,desk,0.16,furniture,20,size
1,,blue,cheese,0.32,food,21,color
1,,hard,TV,0.6,furniture,22,texture
1,ليست,wooden,banana,0.73,food,23,material
1,ليست,small,banana,0.79,food,24,size
1,,old,tomato,0.45,food,25,age
1,,good,chair,0.59,furniture,26,quality
1,ليست,red,tomato,0.65,food,27,color
2,,small,desk,0.04,furniture,3,size
2,,big,carrot,0.17,food,4,size
2,,bad,carrot,0.24,food,5,quality
2,,green,chair,0.93,furniture,6,color
2,ليست,old,apple,0.87,food,7,age
2,ليست,blue,tomato,0.97,food,8,color
2,,red,fan,1,furniture,9,color
2,ليست,rotten,carrot,0.8,food,10,age
2,,brown,carrot,1,food,11,color
2,ليس,good,cheese,0.04,food,12,quality
2,,long,desk,0.23,furniture,13,size
2,,wooden,banana,1,food,14,material
2,,short,chair,0.24,furniture,15,size
2,ليس,yellow,TV,1,furniture,16,color
2,,plastic,carrot,1,food,17,material
2,ليست,soft,banana,0.26,food,18,texture
2,,metal,fan,1,furniture,19,material
2,ليس,fresh,TV,0.31,furniture,20,age
2,ليس,new,desk,0.02,furniture,21,age
2,ليس,smooth,chair,0.26,furniture,22,texture
2,,round,couch,1,furniture,23,shape
2,ليست,huge,tomato,0.22,food,24,size
2,,square,carrot,1,food,25,shape
2,ليس,hard,desk,0.29,furniture,26,texture
2,,purple,cheese,1,food,27,color
3,,huge,carrot,0.47,food,3,size
3,,good,desk,0.29,furniture,4,quality
3,,big,cheese,0.65,food,5,size
3,ليس,rotten,chair,0.28,furniture,6,age
3,ليس,hard,cheese,0.51,food,7,texture
3,ليست,old,banana,0.67,food,8,age
3,ليست,red,carrot,0.63,food,9,color
3,ليس,green,TV,0.54,furniture,10,color
3,ليست,fresh,apple,0.65,food,11,age
3,,purple,TV,0.63,furniture,12,color
3,,new,chair,0.64,furniture,13,age
3,,smooth,banana,0.72,food,14,texture
3,,brown,couch,0.67,furniture,15,color
3,,wooden,couch,0.65,furniture,16,material
3,ليست,small,fan,0.63,furniture,17,size
3,ليس,yellow,desk,0.7,furniture,18,color
3,ليست,soft,couch,0.49,furniture,19,texture
3,,bad,apple,0.74,food,20,quality
3,ليس,short,TV,0.33,furniture,21,size
