workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class,test1,dialect,test3,lived,language,enjoyment,gender,age,describe,comments,years,proficiency,otherDialect,asses,test2,education,dominantLanguage,homeLanguage,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,ليست,new,carrot,0.4,food,3,age,incorrect,levantine,correct,both,English,1,Female,19,arabic-arabic,,never,basic,,Yes,correct,2,english,arabic,Mac,900,1440,Safari,39I4RL8QGJCDW8OB3MRR39I61POH43,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:09 PDT 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:09 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=39I4RL8QGJCDW8OB3MRR39I61POH43,379J5II41PC0XQ2NAFN4T6JS75LELM,0,Approved,Tue Mar 12 11:30:35 PDT 2019,Mon Mar 11 18:48:22 PDT 2019,Mon Mar 11 18:50:35 PDT 2019,Tue Mar 12 11:31:33 PDT 2019,,,,,[],2.1544666666666665
0,,big,apple,0.46,food,4,size,incorrect,levantine,correct,both,English,1,Female,19,arabic-arabic,,never,basic,,Yes,correct,2,english,arabic,Mac,900,1440,Safari,39I4RL8QGJCDW8OB3MRR39I61POH43,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:09 PDT 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:09 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=39I4RL8QGJCDW8OB3MRR39I61POH43,379J5II41PC0XQ2NAFN4T6JS75LELM,0,Approved,Tue Mar 12 11:30:35 PDT 2019,Mon Mar 11 18:48:22 PDT 2019,Mon Mar 11 18:50:35 PDT 2019,Tue Mar 12 11:31:33 PDT 2019,,,,,[],2.1544666666666665
0,ليست,red,apple,0.42,food,5,color,incorrect,levantine,correct,both,English,1,Female,19,arabic-arabic,,never,basic,,Yes,correct,2,english,arabic,Mac,900,1440,Safari,39I4RL8QGJCDW8OB3MRR39I61POH43,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:09 PDT 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:09 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=39I4RL8QGJCDW8OB3MRR39I61POH43,379J5II41PC0XQ2NAFN4T6JS75LELM,0,Approved,Tue Mar 12 11:30:35 PDT 2019,Mon Mar 11 18:48:22 PDT 2019,Mon Mar 11 18:50:35 PDT 2019,Tue Mar 12 11:31:33 PDT 2019,,,,,[],2.1544666666666665
0,,short,banana,0.7,food,6,size,incorrect,levantine,correct,both,English,1,Female,19,arabic-arabic,,never,basic,,Yes,correct,2,english,arabic,Mac,900,1440,Safari,39I4RL8QGJCDW8OB3MRR39I61POH43,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:09 PDT 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:09 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=39I4RL8QGJCDW8OB3MRR39I61POH43,379J5II41PC0XQ2NAFN4T6JS75LELM,0,Approved,Tue Mar 12 11:30:35 PDT 2019,Mon Mar 11 18:48:22 PDT 2019,Mon Mar 11 18:50:35 PDT 2019,Tue Mar 12 11:31:33 PDT 2019,,,,,[],2.1544666666666665
0,,fresh,carrot,0.73,food,7,age,incorrect,levantine,correct,both,English,1,Female,19,arabic-arabic,,never,basic,,Yes,correct,2,english,arabic,Mac,900,1440,Safari,39I4RL8QGJCDW8OB3MRR39I61POH43,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:09 PDT 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:09 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=39I4RL8QGJCDW8OB3MRR39I61POH43,379J5II41PC0XQ2NAFN4T6JS75LELM,0,Approved,Tue Mar 12 11:30:35 PDT 2019,Mon Mar 11 18:48:22 PDT 2019,Mon Mar 11 18:50:35 PDT 2019,Tue Mar 12 11:31:33 PDT 2019,,,,,[],2.1544666666666665
0,,small,chair,0.43,furniture,8,size,incorrect,levantine,correct,both,English,1,Female,19,arabic-arabic,,never,basic,,Yes,correct,2,english,arabic,Mac,900,1440,Safari,39I4RL8QGJCDW8OB3MRR39I61POH43,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:09 PDT 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:09 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=39I4RL8QGJCDW8OB3MRR39I61POH43,379J5II41PC0XQ2NAFN4T6JS75LELM,0,Approved,Tue Mar 12 11:30:35 PDT 2019,Mon Mar 11 18:48:22 PDT 2019,Mon Mar 11 18:50:35 PDT 2019,Tue Mar 12 11:31:33 PDT 2019,,,,,[],2.1544666666666665
0,ليس,old,chair,0.56,furniture,9,age,incorrect,levantine,correct,both,English,1,Female,19,arabic-arabic,,never,basic,,Yes,correct,2,english,arabic,Mac,900,1440,Safari,39I4RL8QGJCDW8OB3MRR39I61POH43,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:09 PDT 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:09 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=39I4RL8QGJCDW8OB3MRR39I61POH43,379J5II41PC0XQ2NAFN4T6JS75LELM,0,Approved,Tue Mar 12 11:30:35 PDT 2019,Mon Mar 11 18:48:22 PDT 2019,Mon Mar 11 18:50:35 PDT 2019,Tue Mar 12 11:31:33 PDT 2019,,,,,[],2.1544666666666665
0,ليست,round,tomato,0.7,food,10,shape,incorrect,levantine,correct,both,English,1,Female,19,arabic-arabic,,never,basic,,Yes,correct,2,english,arabic,Mac,900,1440,Safari,39I4RL8QGJCDW8OB3MRR39I61POH43,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:09 PDT 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:09 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=39I4RL8QGJCDW8OB3MRR39I61POH43,379J5II41PC0XQ2NAFN4T6JS75LELM,0,Approved,Tue Mar 12 11:30:35 PDT 2019,Mon Mar 11 18:48:22 PDT 2019,Mon Mar 11 18:50:35 PDT 2019,Tue Mar 12 11:31:33 PDT 2019,,,,,[],2.1544666666666665
0,ليست,huge,fan,0.41,furniture,11,size,incorrect,levantine,correct,both,English,1,Female,19,arabic-arabic,,never,basic,,Yes,correct,2,english,arabic,Mac,900,1440,Safari,39I4RL8QGJCDW8OB3MRR39I61POH43,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:09 PDT 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:09 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=39I4RL8QGJCDW8OB3MRR39I61POH43,379J5II41PC0XQ2NAFN4T6JS75LELM,0,Approved,Tue Mar 12 11:30:35 PDT 2019,Mon Mar 11 18:48:22 PDT 2019,Mon Mar 11 18:50:35 PDT 2019,Tue Mar 12 11:31:33 PDT 2019,,,,,[],2.1544666666666665
0,ليست,brown,apple,0.33,food,12,color,incorrect,levantine,correct,both,English,1,Female,19,arabic-arabic,,never,basic,,Yes,correct,2,english,arabic,Mac,900,1440,Safari,39I4RL8QGJCDW8OB3MRR39I61POH43,3FJMTJX97OKWRZTTAWFV40863PH6A9,حوارات عربية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Mon Mar 11 15:26:09 PDT 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Apr 10 15:26:09 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=39I4RL8QGJCDW8OB3MRR39I61POH43,379J5II41PC0XQ2NAFN4T6JS75LELM,0,Approved,Tue Mar 12 11:30:35 PDT 2019,Mon Mar 11 18:48:22 PDT 2019,Mon Mar 11 18:50:35 PDT 2019,Tue Mar 12 11:31:33 PDT 2019,,,,,[],2.1544666666666665
