workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class
0,ليست,new,carrot,0.4,food,3,age
0,,big,apple,0.46,food,4,size
0,ليست,red,apple,0.42,food,5,color
0,,short,banana,0.7,food,6,size
0,,fresh,carrot,0.73,food,7,age
0,,small,chair,0.43,furniture,8,size
0,ليس,old,chair,0.56,furniture,9,age
0,ليست,round,tomato,0.7,food,10,shape
0,ليست,huge,fan,0.41,furniture,11,size
0,ليست,brown,apple,0.33,food,12,color
0,ليست,good,banana,0.5,food,13,quality
0,,green,tomato,0.48,food,14,color
0,,smooth,desk,0.53,furniture,15,texture
0,ليست,plastic,apple,0.71,food,16,material
0,ليست,long,fan,0.54,furniture,17,size
0,,blue,desk,0.57,furniture,18,color
0,ليس,bad,cheese,0.45,food,19,quality
0,ليس,hard,chair,0.34,furniture,20,texture
0,,square,tomato,0.32,food,21,shape
0,ليست,rotten,banana,0.41,food,22,age
0,ليست,metal,banana,0.52,food,23,material
0,ليست,wooden,carrot,0.49,food,24,material
0,,purple,tomato,0.58,food,25,color
0,ليس,soft,chair,0.54,furniture,26,texture
0,,yellow,tomato,0.44,food,27,color
1,ليس,yellow,cheese,0.03,food,3,color
1,,new,fan,0.07,furniture,4,age
1,,long,chair,0.69,furniture,5,size
1,,hard,fan,0.11,furniture,6,texture
1,,purple,apple,0.08,food,7,color
1,ليس,metal,TV,0.07,furniture,8,material
1,ليس,square,chair,0.95,furniture,9,shape
1,,huge,cheese,0.07,food,10,size
1,,wooden,chair,0.06,furniture,11,material
1,ليست,brown,couch,0.93,furniture,12,color
1,,small,fan,0,furniture,13,size
1,ليست,round,apple,0.39,food,14,shape
1,,green,apple,0.09,food,15,color
1,ليس,bad,chair,0.57,furniture,16,quality
1,,smooth,chair,0.42,furniture,17,texture
1,,blue,carrot,0.98,food,18,color
1,,old,fan,0,furniture,19,age
1,,red,TV,0.11,furniture,20,color
1,ليست,short,banana,0.13,food,21,size
1,,fresh,carrot,0.02,food,22,age
1,,good,desk,0.05,furniture,23,quality
1,,rotten,TV,0.56,furniture,24,age
1,ليست,big,tomato,0.07,food,25,size
1,ليست,soft,carrot,0.87,food,26,texture
1,,plastic,cheese,0.95,food,27,material
2,ليست,huge,carrot,0.78,food,3,size
2,ليس,yellow,TV,0.18,furniture,4,color
2,,smooth,tomato,0.43,food,5,texture
2,,round,banana,0.89,food,6,shape
2,,hard,TV,0.42,furniture,7,texture
2,,red,TV,0.04,furniture,8,color
2,,brown,couch,0.68,furniture,9,color
2,ليست,metal,apple,0.6,food,10,material
2,,long,desk,0.03,furniture,11,size
2,,square,fan,0.25,furniture,12,shape
2,,rotten,desk,0.78,furniture,13,age
2,,green,banana,0.79,food,14,color
2,,short,chair,0.39,furniture,15,size
2,,new,chair,0.47,furniture,16,age
2,ليست,purple,couch,0.62,furniture,17,color
2,,blue,carrot,0.33,food,18,color
2,,big,cheese,0.22,food,19,size
2,,fresh,carrot,0.75,food,20,age
2,ليست,soft,banana,0.58,food,21,texture
2,ليست,old,apple,0.24,food,22,age
2,,bad,banana,0.35,food,23,quality
2,,plastic,chair,0.49,furniture,24,material
2,ليس,good,desk,0.46,furniture,25,quality
