workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class
0,,rotten,apple,0.44,food,3,age
0,,metal,carrot,0.37,food,4,material
0,ليست,wooden,apple,0.46,food,5,material
0,,smooth,banana,0.25,food,6,texture
0,,purple,desk,0.57,furniture,7,color
0,,green,banana,0.09,food,8,color
0,,square,apple,0.34,food,9,shape
0,ليس,long,chair,0.36,furniture,10,size
0,ليست,hard,carrot,0.46,food,11,texture
0,,brown,apple,0.15,food,12,color
0,,new,chair,0.15,furniture,13,age
0,,plastic,couch,0.46,furniture,14,material
0,,bad,banana,0.27,food,15,quality
0,ليست,old,banana,0.17,food,16,age
0,,fresh,apple,0.75,food,17,age
0,,big,TV,0.15,furniture,18,size
0,ليست,yellow,carrot,0.77,food,19,color
0,ليست,round,apple,0.24,food,20,shape
0,,soft,desk,0.71,furniture,21,texture
0,,huge,apple,0.25,food,22,size
0,,red,apple,0.43,food,23,color
0,,good,tomato,0.28,food,24,quality
0,,small,desk,0.21,furniture,25,size
0,,blue,couch,0.71,furniture,26,color
0,ليس,short,desk,0.22,furniture,27,size
1,,huge,chair,0.73,furniture,3,size
1,,soft,apple,0.84,food,4,texture
1,,purple,chair,0.4,furniture,5,color
1,,fresh,cheese,0.66,food,6,age
1,ليس,round,TV,0.24,furniture,7,shape
1,ليست,old,carrot,0.81,food,8,age
1,ليست,bad,banana,0.33,food,9,quality
1,,plastic,cheese,0.79,food,10,material
1,ليست,blue,banana,0.72,food,11,color
1,ليست,hard,couch,0.78,furniture,12,texture
1,,big,banana,0.78,food,13,size
1,ليست,green,banana,0.85,food,14,color
1,ليس,small,TV,0.4,furniture,15,size
1,ليس,rotten,desk,0.77,furniture,16,age
1,,short,tomato,0.45,food,17,size
1,ليس,square,TV,0.73,furniture,18,shape
1,ليست,long,fan,0.73,furniture,19,size
1,,smooth,banana,0.73,food,20,texture
1,ليست,wooden,carrot,0.68,food,21,material
1,,yellow,cheese,0.61,food,22,color
1,,red,TV,0.51,furniture,23,color
1,,brown,banana,0.7,food,24,color
1,ليست,new,fan,0.74,furniture,25,age
1,ليست,metal,tomato,0.78,food,26,material
1,,good,tomato,0.3,food,27,quality
2,ليست,purple,apple,0.7,food,3,color
2,,hard,apple,0.64,food,4,texture
2,,square,carrot,0.57,food,5,shape
2,,big,tomato,0.79,food,6,size
2,,small,apple,0.61,food,7,size
2,ليس,red,chair,0.69,furniture,8,color
2,ليس,good,cheese,0.85,food,9,quality
2,,fresh,carrot,0.6,food,10,age
2,,huge,couch,0.73,furniture,11,size
2,,metal,banana,0.54,food,12,material
2,,plastic,chair,0.81,furniture,13,material
2,ليست,new,couch,0.76,furniture,14,age
2,ليست,round,banana,0.33,food,15,shape
2,ليست,rotten,apple,0.78,food,16,age
2,ليست,brown,couch,0.61,furniture,17,color
2,,yellow,TV,0.74,furniture,18,color
2,ليست,blue,tomato,0.48,food,19,color
2,ليس,wooden,cheese,0.74,food,20,material
2,ليس,bad,desk,0.72,furniture,21,quality
2,,old,desk,0.54,furniture,22,age
2,,soft,TV,0.8,furniture,23,texture
2,ليست,long,banana,0.54,food,24,size
2,ليس,smooth,cheese,0.75,food,25,texture
2,ليست,short,banana,0.65,food,26,size
2,ليس,green,TV,0.75,furniture,27,color
3,,short,carrot,0.65,food,3,size
3,ليس,rotten,desk,0.76,furniture,4,age
3,ليس,round,desk,0.41,furniture,5,shape
3,,big,cheese,0.6,food,6,size
3,ليست,long,carrot,0.86,food,7,size
3,,yellow,couch,0.7,furniture,8,color
3,,metal,apple,0.19,food,9,material
3,,square,tomato,0.61,food,10,shape
3,ليس,plastic,cheese,0.68,food,11,material
3,ليست,smooth,apple,0.92,food,12,texture
3,ليس,fresh,cheese,0.56,food,13,age
3,ليست,small,apple,0.73,food,14,size
3,ليست,wooden,couch,0.83,furniture,15,material
3,ليست,good,fan,0.37,furniture,16,quality
3,ليست,hard,carrot,0.62,food,17,texture
3,,huge,cheese,0.42,food,18,size
3,,purple,cheese,0.72,food,19,color
3,,bad,carrot,0.77,food,20,quality
3,,new,tomato,0.68,food,21,age
3,,soft,desk,0.7,furniture,22,texture
3,,brown,couch,0.35,furniture,23,color
3,ليست,old,tomato,0.65,food,24,age
3,,blue,banana,0.35,food,25,color
3,,green,couch,0.74,furniture,26,color
3,,red,banana,0.56,food,27,color
4,ليس,plastic,cheese,0.49,food,3,material
4,ليست,huge,couch,0.53,furniture,4,size
4,ليست,square,fan,0.62,furniture,5,shape
4,,long,fan,0.5,furniture,6,size
